ParlaMint-FR_2018-05-22-O1217.u1	The next item is the question to the Government.
ParlaMint-FR_2018-05-22-O1217.u2	The floor is open to Mr Stéphane Peu, for the Group of the Democratic and Republican Left.
ParlaMint-FR_2018-05-22-O1217.u3	Prime Minister, 15 million French live in the forgotten territories of the Republic, in the overseas departments, in the rural areas, in the working-class districts. While the Republic is the common house, which houses and protects all its inhabitants, today many people live in the cellar or in the hut at the bottom of the garden. If nothing is done, we can fear tomorrow a republic fragmented into a multitude of houses folded over themselves. There's an emergency. This is not a fatality. After the general states of Grigny, there was the speech of the President of the Republic in Tourcoing. Now we need action! The proposals of the Borloo report, which make consensus among the actors on the ground, to the parliamentary report by François Cornut-Gentille and Rodrigue Kokouendo on the Seine-Saint-Denis, drawn up by deputies from all the benches, all converge on one point: the state is not at the rendezvous of its republican promise, it is even a major player in discrimination.
ParlaMint-FR_2018-05-22-O1217.u4	He's right!
ParlaMint-FR_2018-05-22-O1217.u5	Police, justice and education are three sovereign missions of the State that are at the forefront of inequalities. If there is no lost territory of the Republic, there are territories that the Republic abandons. [[Applause on the benches of the GDR group and on some benches of the NG group. – Mr Thibault Bazin and Mr Jean-Pierre Door also applaud]] Mr Prime Minister, a few moments after we have heard, with great disappointment, the speech of the President of the Republic, which bears witness to a blindness of the reality of the ground, can you undertake, a minimum, that the State restores equal treatment in the missions which it receives for all the inhabitants, no matter where they live?
ParlaMint-FR_2018-05-22-O1217.u6	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2018-05-22-O1217.u7	Caid!
ParlaMint-FR_2018-05-22-O1217.u8	Mr President, we often have an opportunity to exchange views. I know both your convictions and your ability to propose, which you have again demonstrated in committee during the debate on the law on housing development and digital development – ELAN. The assessment you have just presented on developments in the decades that have passed is widely shared. What is important is that the President of the Republic spoke once again, as he did in Tourcoing, with measures, proposals and, above all, a national commitment.
ParlaMint-FR_2018-05-22-O1217.u9	But no ambition!
ParlaMint-FR_2018-05-22-O1217.u10	In this particularly difficult case, what matters is that there is a commitment from the President of the Republic, the Prime Minister and the Government. It is also necessary that we have a policy of gathering. [[Exclaims on the benches of the LR group]] You cited the work of Jean-Louis Borloo; He has just spoken, expressing his satisfaction with the statements made by the President of the Republic. For beyond what can be divided, what matters, as you know, is to combine the long-term vision and the daily action that our citizens need today. [[Applause on several benches of the LaREM group]] Whether in the areas of security, education, early childhood, housing or the National Agency for Urban Renewal, the ANRU, the President of the Republic, has made strong commitments, and this is the key. Our fellow citizens are waiting for action, after decades in which the state, it is true, has been too disengaged from the territories in difficulty. This, as I have already said here, is a collective responsibility of all successive governments.
ParlaMint-FR_2018-05-22-O1217.u11	Speak for yourself!
