ParlaMint-FR_2018-01-30-O1126.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-01-30-O1126.u2	Mrs Duby-Muller has the floor to raise her question, No. 104, concerning the school accompaniment of disabled children.
ParlaMint-FR_2018-01-30-O1126.u3	My question is to the Secretary of State for Disabled Persons. They are called Ezio, Thelma, Livia, Mohamed or Gabriel and, even if they have different motor or psychological disabilities, they only ask to go to school and attend school with their comrades. Today, however, they are suffering, together with their families, the consequences of the very serious deterioration of school support for children with disabilities. Five months after the start of the school year, in Haute-Savoie, as in many other departments, school life assistants – AVS – are still sorely lacking. The conditions under which they work are extremely difficult: lack of training, low-value wages, mostly part-time contracts and frequent sick leave without replacement. Children therefore benefit only partially from the hours nevertheless notified by the departmental houses of persons with disabilities, the CDMH. For children with disabilities, this time is not only valuable: it ensures their future and their autonomy. By depriving them, in whole or in part, of this additional time to schooling, they are deprived of their future capital. At the end of the combatant's journey, families come to de-school their children, or cross the border to enrol them in schools at our Swiss neighbour, in order to provide them with better care, thanks in particular to the ABA method – applied behavior analysis – which aims to combat autism disorders. Madam Secretary of State for Disabled Persons, access to the appropriate school must be the same for all children throughout our territory. You said a few months ago that you wanted to make schooling for children with disabilities "a top priority". Today, however, only solutions to the discount are offered to families and school inequalities are gaining ground. In a Europe in progress on the issue of disability, France acts as a bad pupil, both in terms of school inclusion and in terms of possible care. So what is your plan of action to solve this urgent problem and on what timetable?
ParlaMint-FR_2018-01-30-O1126.u4	The Secretary of State for Disabled Persons has the floor.
ParlaMint-FR_2018-01-30-O1126.u5	Madam Member, you are right: guaranteeing the right to quality schooling for all students with disabilities requires a profound transformation of both the education system and the medico-social offer. The Government has fully committed itself to this in an inter-ministerial manner. The problem of accompanying students alone cannot explain the difficulties of schooling of students with disabilities, especially those with autism spectrum disorder. Dedicated teaching units, like many other adaptations, are equally decisive. As a result, since the beginning of 2017, the Government has provided 50000 assisted jobs and created 8086 accompanying posts for students with disabilities – AESH. Job allocations cover the needs of nearly 164,000 notified students. That said, in some territories – particularly in Haute-Savoie, as you have noted, Madam – recruitment difficulties actually lead, for lack of candidates, to delays in posting. As regards the insufficient number of hours notified, it is necessary to distinguish between two types of aid: individualised human aid, which is the subject of a notification in the form of an hourly volume to be observed, and mutualised human aid, whose hourly volume is not defined and for which the use of time is the responsibility of the institution. In order to resolve the recurring difficulties of accompanying children, the Government has announced several measures aimed at enabling the school of the Republic to be fully inclusive, the first of which is to better inform, train and support teachers through online resources: a dedicated platform will enable, from next year, to find the necessary and sufficient information in order to better attend and accompany children with disabilities in three clicks. The Government also wants to increase and diversify school enrolment patterns and ensure that students leave school with a diploma or professional certification, because what drives us is the desire to improve their integration into society after school. We also want to support the provision of medical and social services to schools: this must be the responsibility of all, since this means implementing the Decree of 2 April 2009 on the schooling of disabled children, adolescents and young adults and on cooperation between medical and social institutions and national education. In addition, the Government wishes to improve the recruitment and organization of the support mechanism, or to transform the long-term support of students with disabilities – so that they can become more efficient as well as professionalised – and to limit the turn-over as much as possible, as it is truly detrimental to them and leads to ruptures of career paths. Accompaniment should not be the condition for the schooling and schooling of pupils with disabilities. It should not exempt schools from adapting, with the support of the medical and social sector, their educational conditions and their special educational needs.
ParlaMint-FR_2018-01-30-O1126.u6	Mrs Duby-Muller has the floor.
ParlaMint-FR_2018-01-30-O1126.u7	Madam Secretary of State, thank you for these elements. I really wanted to draw your attention to the distress of families, which is real. You highlighted the specific problem encountered in Haute-Savoie, namely the difficulty of recruiting, linked to the proximity of Switzerland. I naturally count on your vigilance to monitor the situation in this border territory and to find suitable solutions to accompany families. We must also, as you have pointed out, ensure that there is continuity in the support provided to children. Turnover is in itself a source of additional difficulties: children with disabilities need regular follow-up to evolve, provided by people they trust.
ParlaMint-FR_2018-01-30-O1126.u8	Mrs Monique Limon, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, raised her question, No. 117, concerning the number of school assistants.
ParlaMint-FR_2018-01-30-O1126.u9	My question is to the Secretary of State for Disabled Persons. She agreed with what Mrs Duby-Muller had just said. Madam Secretary of State, you and all my colleagues are fully aware of the importance of school life aids for the regular schooling of students with disabilities. Through their presence in the classroom as well as in all school activities, the Auxiliary de vie scolaire – AVS – provides these students with continuous, adapted and human support – in a word, indispensable. During the September school year, the Government, as you recalled, increased the number of AVS staff to more than 80000, an increase of 11 per cent compared to the 2016 school year. This effort deserves recognition and recognition. However, the overall needs are far from being met and the situations we are informed about locally indicate the great concern of many families. In my constituency, for example, the parents of a second year elementary school student contacted me because his AVS has been on sick leave since October 9 and has not yet been replaced. In addition, there is no possibility of sharing AVS in the school she attends because the other two children who are followed there are not in the same class. It has therefore been four months since she could receive assistance during school time. The mistress herself pulled the alarm bell, insisting that this young child really needs an AVS. This is not an isolated case: in the north of the Isère, of which I am a native, fifty and one child who has received a notification from the CDMH of AVS is still not accompanied in practice. Thirty posts are currently vacant. The department departments of the Académie de Grenoble in charge of the school adaptation and the schooling of disabled pupils, whom I have contacted, have received a permission to recruit in single contract for the insertion of AVS, but only for eleven out of the thirty. The problem of recruitment is twofold, because it is not only necessary to find people with an aptitude for this profession, but also that their status allows them to benefit from the contracts of accompaniment in employment, or CAE. In Isère, as everywhere in France, the families concerned experience a feeling of misunderstanding but also, sometimes, of anger. They are not the only ones who feel this situation hard: it is also the case, of course, of the teaching staff, who try, as far as possible, to compensate for these prolonged absences. Madam Secretary of State, the inclusive society we are calling for requires us to give ourselves the means of our ambition. So, can you tell us if additional funding will be provided or redeployed to open more AVS positions to meet real and urgent needs? What measures are you planning to take to overcome the shortage of candidates and to value the State diploma of educational and social accompanying, the DEAES?
ParlaMint-FR_2018-01-30-O1126.u10	The Secretary of State for Disabled Persons has the floor.
ParlaMint-FR_2018-01-30-O1126.u11	Yes, Madam Member, the support of students with disabilities has been a recurring problem for more than 15 years: every school year, and throughout the year, students remain waiting for support. These problems are linked to the increase in the requirements of the CDMH – at a rate of 13% per year – which makes it difficult to adjust the means. They also come from the constraints of eligibility for the two accompanying statuses – assisted jobs, accompanying students with disabilities – and the low attractiveness of these jobs. The measures taken under the previous legislature to professionalize the accompanying persons did not improve the situation. From the beginning of 2017, the Government, as I have already indicated, has sanitized 50,000 assisted jobs and created 8086 AESH positions to support 164,000 students with disabilities. With more than 165,000 students who received a notification at the end of December 2017, the job endowments cover the demand. So, as you pointed out, Member, this is a recruitment problem. In some academies, such as Grenoble – but it is also true, we have just seen it, in Haute-Savoie – the difficulties of recruitment actually lead, for lack of candidates, to unacceptable periods of assignment for students with disabilities as well as for their families. In order to resolve this recurring difficulty, in liaison with the Minister of National Education, and in line with the various announcements concerning inclusive school, the Government has taken several measures that will be implemented from April 2018: inspection mission to assess the territorial disparities of the scheme – which are large, and quite inexplicable, between mutualised AVS and individual aids – and to advocate improvements; much faster transformation of assisted jobs into AESH, which will represent – a guarantee both of professionalisation and of the sustainability of staff working with students with disabilities – 4,500 jobs; easing the conditions for recruitment and transformation of assisted jobs; Finally, a large-scale active recruitment campaign in the areas and territories in tension, in conjunction with Pôle Emploi. In addition to these short-term measures, the Government plans to transform this system in a sustainable manner in order to improve its quality and make the profession more attractive, the only way to act against the turn-over and the recurrent recruitment difficulties which, unfortunately, currently characterize it. Madam Member, you can count on our full determination to work on a real quality of the journey.
ParlaMint-FR_2018-01-30-O1126.u12	Mrs Monique Limon has the floor.
ParlaMint-FR_2018-01-30-O1126.u13	Madam Secretary of State, I thank you very much for your reply, which confirms my willingness to move forward together on this subject. Indeed, training courses are of great importance in the field of assistance to the person in the broad sense: opportunities exist, as we see. The adaptation of our societies to dependency is already a major challenge; It necessarily involves quality information at the time of orientation and requires strengthening the link – sometimes even creating it – between the professional environment and training institutions.
ParlaMint-FR_2018-01-30-O1126.u14	The next speaker is Mr Charles de la Verpillière, who will address Question No 105 by Mr Xavier Breton, concerning the situation of EHPADs in the department of Ain.
ParlaMint-FR_2018-01-30-O1126.u15	I am speaking on behalf of my two fellow Members of the Ain, Xavier Breton, who was initially to ask this question but who is prevented, and Damien Abad. Madam Minister of Solidarity and Health, on this day of national movement of staff of residential institutions for dependent elderly – the EHPAD – we draw your attention to the situation of the department of Ain, which is indeed worrying: the increase in the level of dependency of residents in EHPAD increases the workload of healthcare workers. The understaffing weighs heavily on working conditions, and the sharp decline in aided contracts, voted by your majority during the review of the 2018 finance bill, will contribute to further weakening a large number of institutions. While Europe has an average rate of one agent per resident, the rate of supervision in France is only 0.6. This deterioration in working conditions in the EHPADs leads to the exhaustion of staff, to a real suffering at work, and can result, despite their dedication, in a serious deterioration in the care of our dependent elderly. Minister, families are worried. The solution cannot come from an increase in daily rates, which already represent an expenditure of more than 1,800 euros per month in the Ain, higher than most retirement pensions. The departmental council of Ain, for its part, has reached the limits of its financial effort: 42 million euros per year, by adding the personalized autonomy allowance, social assistance for accommodation and investment grants to institutions. In these circumstances, it is up to the State to assume its responsibilities. Minister, what is the Government planning to do to address this serious crisis?
ParlaMint-FR_2018-01-30-O1126.u16	The Minister for Solidarity and Health has the floor.
