ParlaMint-FR_2018-06-13-O1269.u1	The next item is the question to the Government.
ParlaMint-FR_2018-06-13-O1269.u2	Mrs Valérie Rabault has the floor for the New Left Group.
ParlaMint-FR_2018-06-13-O1269.u3	Prime Minister, "Heritage is a national cause. It is the political heart of the nation, its identity, which makes us proud." This sentence was signed by the President of the Republic on 31 May. It was about cultural heritage, but we are making it our own for the economic and social heritage of our country. Now, for the past 24 hours, whether it is the President of the Republic or your government, you have been sweeping this national cause with a turn of hands. With regard to France's economic heritage, the Minister of Economy announced several privatisations, including that of Paris Airports. He states that "the State is not intended to run competitive companies instead of shareholders"...
ParlaMint-FR_2018-06-13-O1269.u4	Scandalous!
ParlaMint-FR_2018-06-13-O1269.u5	...as if Aéroports de Paris were only a competitive company. [[Applause on the benches of the NG and GDR groups and on certain benches of the LR group]] [[Applause on certain benches of non-attached Members]] Aéroports de Paris is a strategic asset of the public authorities, it is the key to the door of Paris, it is a lever of economic policy. You cannot give the keys to Paris to a private actor. If this were to happen, France would become an exception in Europe. All our European partners have understood this: they keep their hands on their major airports, all of which are owned by the majority of the public authorities.
ParlaMint-FR_2018-06-13-O1269.u6	Bravo!
ParlaMint-FR_2018-06-13-O1269.u7	With regard to France's social heritage, that inherited from the National Council of the Resistance and the Thirty Glorious, it is not acceptable for the President of the Republic to denigrate him to the point of using the term "crazy money". [[Applause on the benches of the NG and GDR groups]] In reality, Prime Minister, your government is beginning to become aware of the budgetary stalemate in which it finds itself because of the tax gifts it has given to the most affluent.
ParlaMint-FR_2018-06-13-O1269.u8	Yes!
ParlaMint-FR_2018-06-13-O1269.u9	But this impasse cannot allow you to break the economic and social heritage of the French. [[Applause on the benches of the NG and GDR groups as well as among non-attached Members]] Also, Prime Minister, the New Left Group solemnly asks you to respect the heritage of the French: give up the privatisations announced yesterday, give up the cutting of our social base!
ParlaMint-FR_2018-06-13-O1269.u10	All right!
ParlaMint-FR_2018-06-13-O1269.u11	The Prime Minister has the floor.
