Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	ОлексійМячеславовичДанілов.1962	Danilov, Oleksij Mjačeslavovyč	M	1962	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Regular	MP	notMinister	frSN	Servant of the People Faction	Coalition	Centre	ОлександрМихайловичЗавітневич.1973	Zavitnevyč, Oleksandr Mychajlovyč	M	1973	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Regular	MP	notMinister	frOPZZh	Opposition Platform – For Life Faction	Opposition	Centre to centre-left	ОлександрСергійовичКолтунович.1987	Koltunovyč, Oleksandr Serhijovyč	M	1987	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Regular	MP	notMinister	UKROP	Ukrainian Association of Patriots (UKROP)	-	Syncretic politics	ТарасІвановичБатенко.1974	Batenko, Taras Ivanovyč	M	1974	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Regular	MP	notMinister	grDovira	Cresence (Dovira) Group	Coalition	Big tent	ПавлоАндрійовичБакунець.1987	Bakunec', Pavlo Andrijovyč	M	1987	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u11	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u12	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Regular	MP	notMinister	frES	European Solidarity Faction	Opposition	Centre-right	МихайлоВіталійовичЗабродський.1973	Zabrods'kyj, Mychajlo Vitalijovyč	M	1973	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u13	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u14	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Regular	MP	notMinister	frHolos	Holos Faction	Opposition	Centre-right	СоломіяАнатоліївнаБобровська.1989	Bobrovs'ka, Solomija Anatoliïvna	F	1989	
ParlaMint-UA-en_2022-02-23-m2	ParlaMint-UA_2022-02-23-m2.u15	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 7, sitting day 2022-02-23, n2	2022-02-23	Unicameralism	9	7	-	2022-02-23	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
