Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u1	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u2	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u3	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u4	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	MaribelGarcíaLópez	García López, Maribel	F	1973	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u5	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u6	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u7	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u8	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u9	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u10	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MiguelÁngelGutiérrezVivas	Gutiérrez Vivas, Miguel Ángel	M	1964	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u11	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	MP	notMinister	UP	Unidas Podemos	Coalition	Left	MaríaGloriaElizoSerrano	Elizo Serrano, María Gloria	F	1966	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u12	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	GenísBoadellaEsteve	Boadella Esteve, Genís	M	1979	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u13	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u14	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	CarolinaTelecheaiLozano	Telechea i Lozano, Carolina	F	1981	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u15	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u16	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	JuanAntonioDelgadoRamos	Delgado Ramos, Juan Antonio	M	1971	
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u17	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-12-21-CD211221	ParlaMint-ES_2021-12-21-CD211221.u18	Plenary session 142 (2021-12-21)	2021-12-21	Lower house	Legislatura XIV	Sesión plenaria núm. 142	-	2021-12-21	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	MaríaMagdalenaNevadoDelCampo	Nevado Del Campo, María Magdalena	F	1973	
