Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u1	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u2	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u3	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u4	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u5	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u6	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	EdurneUriarteBengoechea	Uriarte Bengoechea, Edurne	F	1960	
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u7	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u8	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u9	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u10	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	EdurneUriarteBengoechea	Uriarte Bengoechea, Edurne	F	1960	
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u11	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u12	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Regular	MP	notMinister	-	-	-	-	CarlosGarcíaAdanero	García Adanero, Carlos	M	1967	
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u13	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u14	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Regular	MP	notMinister	CUP-PR	Candidatura d'Unitat Popular	Opposition	Left to far-left	AlbertBotranPahissa	Botran Pahissa, Albert	M	1984	
ParlaMint-ES-en_2021-06-15-CD210615	ParlaMint-ES_2021-06-15-CD210615.u15	Plenary session 107 (2021-06-15)	2021-06-15	Lower house	Legislatura XIV	Sesión plenaria núm. 107	-	2021-06-15	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
