Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Sadık.Yakut	Yakut, Sadık	M	1956	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0002par0006	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Haydar.Akar	Akar, Haydar	M	1963	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0003par0007	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MehmetAkif.Hamzaçebi	Hamzaçebi, Mehmet Akif	M	1953	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0004par0008	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mahir.Ünal	Ünal, Mahir	M	1966	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0003par0009	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MehmetAkif.Hamzaçebi	Hamzaçebi, Mehmet Akif	M	1953	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0005par0010	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Sadık.Yakut	Yakut, Sadık	M	1956	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0003par0011	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MehmetAkif.Hamzaçebi	Hamzaçebi, Mehmet Akif	M	1953	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0005par0012	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Sadık.Yakut	Yakut, Sadık	M	1956	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0006par0013	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mahir.Ünal	Ünal, Mahir	M	1966	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0003par0014	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MehmetAkif.Hamzaçebi	Hamzaçebi, Mehmet Akif	M	1953	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0006par0015	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mahir.Ünal	Ünal, Mahir	M	1966	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0007par0016	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Sadık.Yakut	Yakut, Sadık	M	1956	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0003par0017	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MehmetAkif.Hamzaçebi	Hamzaçebi, Mehmet Akif	M	1953	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0007par0018	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Sadık.Yakut	Yakut, Sadık	M	1956	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0003par0019	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MehmetAkif.Hamzaçebi	Hamzaçebi, Mehmet Akif	M	1953	
ParlaMint-TR-en_2013-12-25-tbmm-T24	tbmm-2013-12-25sit01spe0008par0020	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 4, Session 39	2013-12-25	Unicameralism	24	4	39	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	MalikEcder.Özdemir	Özdemir, Malik Ecder	M	1954	
