Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KovšcaAlojz	Kovšca, Alojz	M	-	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BanUrška	Ban, Urška	F	1975	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	MramorDušan	Mramor, Dušan	M	1953	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	KustecLipicerSimona	Kustec Lipicer, Simona	F	1976	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	LepŠimenkoSuzana	Lep Šimenko, Suzana	F	1979	
ParlaMint-SI-en_2015-07-20-SDZ7-Izredna-17	ParlaMint-SI_2015-07-20-SDZ7-Izredna-17.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 17, (20. 07. 2015)	2015-07-20	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
