Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u1	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u2	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u3	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u4	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u5	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u6	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	AnnikaLapintie	Lapintie, Annika	F	1955	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u7	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u8	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	AnnikaLapintie	Lapintie, Annika	F	1955	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u9	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Regular	MP	notMinister	RKP	Swedish People's Party of Finland	Opposition	Centre	MatsLöfström	Löfström, Mats	M	1983	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u10	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-26-ps-26	ParlaMint-FI_2015-06-26-ps-26.u11	Minutes of the Finnish Parliament's plenary session 26/2015, 2015-06-26	2015-06-26	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 26	2015-06-26	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
