Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u1	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u2	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u3	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	AnteroLaukkanen	Laukkanen, Antero	M	1958	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u4	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MikaNiikko	Niikko, Mika	M	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u5	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	AnteroLaukkanen	Laukkanen, Antero	M	1958	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u6	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	EeroHeinäluoma	Heinäluoma, Eero	M	1955	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u7	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	TarjaFilatov	Filatov, Tarja	F	1963	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u8	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MikaNiikko	Niikko, Mika	M	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u9	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	PiaViitanen	Viitanen, Pia	F	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u10	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u11	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	PiaViitanen	Viitanen, Pia	F	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u12	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u13	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	PiaViitanen	Viitanen, Pia	F	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u14	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u15	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	MariaGuzenina	Guzenina, Maria	F	1969	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u16	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	RitvaElomaa	Elomaa, Ritva	F	1955	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u17	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	EeroHeinäluoma	Heinäluoma, Eero	M	1955	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u18	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MikaNiikko	Niikko, Mika	M	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u19	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u20	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	PiaViitanen	Viitanen, Pia	F	1967	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u21	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	EeroHeinäluoma	Heinäluoma, Eero	M	1955	
ParlaMint-FI-en_2015-09-18-ps-36	ParlaMint-FI_2015-09-18-ps-36.u22	Minutes of the Finnish Parliament's plenary session 36/2015, 2015-09-18	2015-09-18	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 36	2015-09-18	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
