Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u1	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u2	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u3	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u4	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	AriTorniainen	Torniainen, Ari	M	1956	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u5	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u6	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	AriTorniainen	Torniainen, Ari	M	1956	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u7	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u8	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u9	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u10	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-04-ps-15	ParlaMint-FI_2015-06-04-ps-15.u11	Minutes of the Finnish Parliament's plenary session 15/2015, 2015-06-04	2015-06-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 15	2015-06-04	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	VesaMattiSaarakkala	Saarakkala, Vesa-Matti	M	1984	
