Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u1	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u2	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u3	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u4	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u5	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u6	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	ErkkiTuomioja	Tuomioja, Erkki	M	1946	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u7	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u8	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u9	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	SirkkaLiisaAnttila	Anttila, Sirkka-Liisa	F	1943	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u10	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-06-09-ps-17	ParlaMint-FI_2015-06-09-ps-17.u11	Minutes of the Finnish Parliament's plenary session 17/2015, 2015-06-09	2015-06-09	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 17	2015-06-09	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
