Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u1	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u2	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u3	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	MikkoKärnä	Kärnä, Mikko	M	1980	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u4	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	MarkusMustajärvi	Mustajärvi, Markus	M	1963	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u5	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnneKalmari	Kalmari, Anne	F	1968	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u6	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	JariMyllykoski	Myllykoski, Jari	M	1959	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u7	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u8	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	MikkoKärnä	Kärnä, Mikko	M	1980	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u9	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	JariLeppä	Leppä, Jari	M	1959	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u10	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	MarkusMustajärvi	Mustajärvi, Markus	M	1963	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u11	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	SatuHassi	Hassi, Satu	F	1951	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u12	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u13	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	SatuHassi	Hassi, Satu	F	1951	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u14	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	MikkoKärnä	Kärnä, Mikko	M	1980	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u15	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	MarkusMustajärvi	Mustajärvi, Markus	M	1963	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u16	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2015-11-06-ps-60	ParlaMint-FI_2015-11-06-ps-60.u17	Minutes of the Finnish Parliament's plenary session 60/2015, 2015-11-06	2015-11-06	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 60	2015-11-06	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	EerikkiViljanen	Viljanen, Eerikki	M	1975	
