Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u1	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u2	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u3	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u4	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u5	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u6	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	SariSarkomaa	Sarkomaa, Sari	F	1965	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u7	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u8	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	SariSarkomaa	Sarkomaa, Sari	F	1965	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u9	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	ArjaJuvonen	Juvonen, Arja	F	1967	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u10	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	AnneliKiljunen	Kiljunen, Anneli	F	1957	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u11	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	MarkusMustajärvi	Mustajärvi, Markus	M	1963	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u12	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u13	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	AnneliKiljunen	Kiljunen, Anneli	F	1957	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u14	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	SariSarkomaa	Sarkomaa, Sari	F	1965	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u15	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	OutiAlankoKahiluoto	Alanko-Kahiluoto, Outi	F	1966	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u16	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	MarkkuEestilä	Eestilä, Markku	M	1956	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u17	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	OutiAlankoKahiluoto	Alanko-Kahiluoto, Outi	F	1966	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u18	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u19	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	KristiinaSalonen	Salonen, Kristiina	F	1977	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u20	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	HannaSarkkinen	Sarkkinen, Hanna	F	1988	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u21	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaTolppanen	Tolppanen, Maria	F	1952	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u22	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	SariSarkomaa	Sarkomaa, Sari	F	1965	
ParlaMint-FI-en_2015-09-11-ps-32	ParlaMint-FI_2015-09-11-ps-32.u23	Minutes of the Finnish Parliament's plenary session 32/2015, 2015-09-11	2015-09-11	Unicameralism	Vaalikausi 2015	Valtiopäivät 2015	Täysistunto 32	2015-09-11	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
