Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u1	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u2	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	SariEssayah	Essayah, Sari	F	1967	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u3	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	PäiviRäsänen	Räsänen, Päivi	F	1959	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u4	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	SariEssayah	Essayah, Sari	F	1967	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u5	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	PäiviRäsänen	Räsänen, Päivi	F	1959	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u6	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnuVehviläinen	Vehviläinen, Anu	F	1963	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u7	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	VeikkoVallin	Vallin, Veikko	M	1962	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u8	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	VilhelmJunnila	Junnila, Vilhelm	M	1982	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u9	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	VeikkoVallin	Vallin, Veikko	M	1962	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u10	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	VilhelmJunnila	Junnila, Vilhelm	M	1982	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u11	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	VeikkoVallin	Vallin, Veikko	M	1962	
ParlaMint-FI-en_2020-11-20-ps-149	ParlaMint-FI_2020-11-20-ps-149.u12	Minutes of the Finnish Parliament's plenary session 149/2020, 2020-11-20	2020-11-20	Unicameralism	Vaalikausi 2015	Valtiopäivät 2020	Täysistunto 149	2020-11-20	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	VilhelmJunnila	Junnila, Vilhelm	M	1982	
