Session,Date,Male,Female
ParlaMint-UA-en_2002-05-14-m0-meta.tsv,2002-05-14,32,3
ParlaMint-UA-en_2002-05-14-m1-meta.tsv,2002-05-14,27,3
ParlaMint-UA-en_2002-05-15-m0-meta.tsv,2002-05-15,50,3
ParlaMint-UA-en_2002-05-15-m1-meta.tsv,2002-05-15,40,4
ParlaMint-UA-en_2002-05-16-m0-meta.tsv,2002-05-16,2,0
ParlaMint-UA-en_2002-05-16-m1-meta.tsv,2002-05-16,2,0
ParlaMint-UA-en_2002-05-17-m0-meta.tsv,2002-05-17,1,0
ParlaMint-UA-en_2002-05-21-m0-meta.tsv,2002-05-21,23,1
ParlaMint-UA-en_2002-05-21-m1-meta.tsv,2002-05-21,1,0
ParlaMint-UA-en_2002-05-22-m0-meta.tsv,2002-05-22,14,0
ParlaMint-UA-en_2002-05-23-m0-meta.tsv,2002-05-23,34,2
ParlaMint-UA-en_2002-05-24-m0-meta.tsv,2002-05-24,13,1
ParlaMint-UA-en_2002-05-28-m0-meta.tsv,2002-05-28,1,0
ParlaMint-UA-en_2002-05-28-m1-meta.tsv,2002-05-28,18,0
ParlaMint-UA-en_2002-05-29-m0-meta.tsv,2002-05-29,27,2
ParlaMint-UA-en_2002-05-29-m1-meta.tsv,2002-05-29,1,0
ParlaMint-UA-en_2002-05-30-m0-meta.tsv,2002-05-30,10,1
ParlaMint-UA-en_2002-05-30-m1-meta.tsv,2002-05-30,31,4
ParlaMint-UA-en_2002-05-31-m0-meta.tsv,2002-05-31,53,3
ParlaMint-UA-en_2002-06-04-m0-meta.tsv,2002-06-04,16,2
ParlaMint-UA-en_2002-06-07-m0-meta.tsv,2002-06-07,1,0
ParlaMint-UA-en_2002-06-11-m0-meta.tsv,2002-06-11,2,0
ParlaMint-UA-en_2002-06-18-m0-meta.tsv,2002-06-18,43,2
ParlaMint-UA-en_2002-06-19-m0-meta.tsv,2002-06-19,39,3
ParlaMint-UA-en_2002-06-20-m0-meta.tsv,2002-06-20,43,1
ParlaMint-UA-en_2002-06-20-m1-meta.tsv,2002-06-20,35,3
ParlaMint-UA-en_2002-06-21-m0-meta.tsv,2002-06-21,30,2
ParlaMint-UA-en_2002-07-02-m0-meta.tsv,2002-07-02,34,1
ParlaMint-UA-en_2002-07-02-m1-meta.tsv,2002-07-02,27,1
ParlaMint-UA-en_2002-07-03-m0-meta.tsv,2002-07-03,46,3
ParlaMint-UA-en_2002-07-04-m0-meta.tsv,2002-07-04,54,3
ParlaMint-UA-en_2002-07-04-m1-meta.tsv,2002-07-04,40,2
ParlaMint-UA-en_2002-07-05-m0-meta.tsv,2002-07-05,37,1
ParlaMint-UA-en_2002-07-09-m0-meta.tsv,2002-07-09,40,3
ParlaMint-UA-en_2002-07-09-m1-meta.tsv,2002-07-09,35,3
ParlaMint-UA-en_2002-07-10-m0-meta.tsv,2002-07-10,50,2
ParlaMint-UA-en_2002-07-10-m1-meta.tsv,2002-07-10,1,0
ParlaMint-UA-en_2002-07-11-m0-meta.tsv,2002-07-11,58,3
ParlaMint-UA-en_2002-07-11-m1-meta.tsv,2002-07-11,46,2
ParlaMint-UA-en_2002-07-12-m0-meta.tsv,2002-07-12,35,1
ParlaMint-UA-en_2002-09-03-m0-meta.tsv,2002-09-03,21,3
ParlaMint-UA-en_2002-09-10-m0-meta.tsv,2002-09-10,42,2
ParlaMint-UA-en_2002-09-10-m1-meta.tsv,2002-09-10,33,1
ParlaMint-UA-en_2002-09-11-m0-meta.tsv,2002-09-11,41,3
ParlaMint-UA-en_2002-09-12-m0-meta.tsv,2002-09-12,45,4
ParlaMint-UA-en_2002-09-12-m1-meta.tsv,2002-09-12,41,4
ParlaMint-UA-en_2002-09-13-m0-meta.tsv,2002-09-13,50,4
ParlaMint-UA-en_2002-09-24-m0-meta.tsv,2002-09-24,47,1
ParlaMint-UA-en_2002-09-24-m1-meta.tsv,2002-09-24,24,0
ParlaMint-UA-en_2002-09-25-m0-meta.tsv,2002-09-25,48,2
