Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0002par0018	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kamer.Genç	Genç, Kamer	M	1940	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0001par0019	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0003par0022	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kamer.Genç	Genç, Kamer	M	1940	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0001par0024	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0003par0025	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kamer.Genç	Genç, Kamer	M	1940	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0004par0035	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0003par0037	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kamer.Genç	Genç, Kamer	M	1940	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0005par0049	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0006par0053	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	Minister	AKP	Justice and Development Party	Coalition	Right	MehmetVecdi.Gönül	Gönül, Mehmet Vecdi	M	1939	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0007par0075	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0008par0080	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Mehmet.Şandır	Şandır, Mehmet	M	1947	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0009par0106	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0010par0110	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Volkan.Bozkır	Bozkır, Volkan	M	1950	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0011par0149	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0012par0154	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	AliRıza.Alaboyun	Alaboyun, Ali Rıza	M	1957	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0013par0169	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2011-07-05-tbmm-T24	tbmm-2011-07-05sit01spe0014par0173	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 1, Session 3	2011-07-05	Unicameralism	24	1	3	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Lütfi.Elvan	Elvan, Lütfi	M	1962	
