Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-0	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	notMP	notMinister	M	Moderaterna	-	Centre-right	Q4755577	Norlén, Andreas	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-2	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-8	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q2029704	Sjöstedt, Jonas	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-22	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4947860	Ferm, Maria	F	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-31	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q911372	Björklund, Jan	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-44	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q518776	Åkesson, Jimmie	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-62	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q439393	Lööf, Annie	F	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-63	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q439393	Lööf, Annie	F	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-72	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4941329	Busch, Ebba	F	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-84	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q1780398	Kristersson, Ulf	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-Uxcoo9hC3sbugpzTL7v1Gf	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q1780398	Kristersson, Ulf	M	-	
ParlaMint-SE-en_2019-01-18-prot-201819--39	i-d6c2319fa02e1900-108	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 39	2019-01-18	Unicameralism	2018/19	-	-	2018/19--39	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
