ParlaMint-FR_2022-02-01-O1142.u1	The next item is the question to the Government.
ParlaMint-FR_2022-02-01-O1142.u2	Mr André Chassaigne has the floor.
ParlaMint-FR_2022-02-01-O1142.u3	Following the revelations published on the Orpea Group, the Deputy Minister for Autonomy heard her president. The facts are grievous. But this matter must not be the tree that hides the forest. In our country, there is structural abuse of our elders, which makes it necessary to question the policies that have been in place for the past 30 years with regard to dependency. Despite successive government plans, public funding has not been up to date. They have not been more so in the last five years, while professionals keep alerting you about the insufficient level of supervision, the deterioration of working conditions and the difficulties they experience in caring for the elderly they receive. On this propitious terrain, a handful of large groups have become engulfed, with the blessing of the public authorities. They now own 20% of the seats in EHPAD and generate huge profits, on the backs of employees and users. To serve their shareholders, they do not hesitate to reduce meal costs, to reduce care, to reduce wages. [[Mr. Jean-Hugues Ratenon acquiesce]] In this way, our seniors find themselves caught up in the lack of public resources and the financial profitability requirements of private actors. Like others before you, you promised a great reform of autonomy. She wasn't born. [[Exclaims on a few benches of the LaREM group]] [[Applause on the benches of the GDR and SOC groups]] My question obviously calls for an answer to the Orpea scandal and to the need to bring the private market for nursing homes to a standstill. More broadly, beyond the sprinkling of the Ségur de la santé and the display measures, what concrete means do you intend to use to support public EHPADs and finally restore their dignity to our seniors in a situation of loss of autonomy?
ParlaMint-FR_2022-02-01-O1142.u4	The Prime Minister has the floor.
ParlaMint-FR_2022-02-01-O1142.u5	I believe that we have all been very struck by the extremely serious accusations against the Orpea Group. From the outset, I express my compassion and solidarity to the residents and their families, victims of these actions. As you said, Brigitte Bourguignon, Minister Delegate, summoned the leaders of the group, whom she received today. In the face of national representation, I affirm that we will not remain inactive. With regard to the target group, the Deputy Minister announced measures of two kinds. First, it commissioned an investigation by the General Inspectorates of Finance (IGF) and Social Affairs (IGAS), in particular concerning the Group's accounting practices and management arrangements. Secondly, the regional health agencies (ARS) will conduct checks at all the sites of the group, beyond the establishment where the reported facts were allegedly committed. Given their expertise in institutions and services dedicated to the elderly, departmental councils that wish to do so will be able to join in. More structurally, I have asked the Minister for Solidarity and Health to address proposals on the control of the whole sector. [[Applause on the benches of the LaREM group and on a few benches of the Dem and Actir ens groups]] Dear President Chassaigne, allow me to express a nuance, which you will certainly share: you have said that this matter should not be the tree that hides the forest, but we should not throw the baby with the bath water. You know this – you know those in your territories – and many EHPADs, everywhere in France, welcome their residents wonderfully.
ParlaMint-FR_2022-02-01-O1142.u6	That's right!
ParlaMint-FR_2022-02-01-O1142.u7	You don't have to put everything in the same package. On the other hand, you are right to point out that we need to monitor everyone, which means increasing the number of controls and making them more effective. [[Applause on the benches of the LaREM group]] As industry professionals have said, there is also a need to review accreditation procedures.
ParlaMint-FR_2022-02-01-O1142.u8	You've been in power for five years!
ParlaMint-FR_2022-02-01-O1142.u9	Those in the medical and social sector, which we are dealing with, will probably have to evolve in order to be closer to those in the health sector. [[Applause on several benches of the LaREM group]] On the substance, the management of dependence, it is true that we have not yet carried out the very great autonomy law, to which we all aspire. Nevertheless, we have set essential milestones. We created the fifth branch of social security and allocated 2.5 billion credits to strengthen staff. Under Ségur, the EHPADs received another $2.5 billion to improve the premises, the working conditions of the staff and the care of residents. [[Applause on the benches of the LaREM, Dem and Agir ens groups]] These are not small measures, Mr. Chassaigne. We're on a trajectory. We take this case very seriously, because it offends me as much as you do. On this and other issues, my Government will be at the meeting.
ParlaMint-FR_2022-02-01-O1142.u10	You should have thought about it for five years!
ParlaMint-FR_2022-02-01-O1142.u11	Mr Thierry Benoit has the floor.
