ParlaMint-FR_2022-02-01-O1141.u1	The next item is the oral questions without debate.
ParlaMint-FR_2022-02-01-O1141.u2	Mr Eric Ciotti has the floor to put his question, No. 1657, concerning the destruction of the national theatre in Nice.
ParlaMint-FR_2022-02-01-O1141.u3	Madam Minister of Culture, thank you for your presence to answer my question. I wish to solemnly alert you and draw your attention to the economic error, cultural fault and budgetary madness that is taking place in Nice with the double destruction of the Acropolis Congress Hall and the Nice National Theatre. These two buildings, built in the late 1980s, constitute major equipment for the city of Nice, for the Alpes-Maritimes and for the entire Côte d'Azur. Today, it is a theatre directed by Muriel Mayette-Holtz, after having been by Daniel Benoin, Jacques Weber and other great names, which will be destroyed. It is a part of the cultural soul of the city of Nice that will be laid to the ground by a form of megalomaniac madness, of personal drift, simply to realize 4000 square meters of green spaces, instead of a theatre. Madam Minister, I solemnly ask you to be faithful to what your illustrious predecessors – Jacques Toubon, who saved the Gare du Sud, and Jack Lang, who saved the façade of the Palais de la Méditerranée – have done to preserve elements of the Niçois heritage and avoid this madness.
ParlaMint-FR_2022-02-01-O1141.u4	The Minister for Culture has the floor.
ParlaMint-FR_2022-02-01-O1141.u5	Mr President, the issue of the demolition of the national theatre in Nice is not a minor one, and I have followed this matter closely, which is, I know, the subject of debate. It is part of the urban transformation program of the city and its inscription as an architectural heritage and remarkable landscaper, in order to extend the Promenade du Paillon as part of a green casting. This programme is part of a dynamic of rediscovering the architectural, urban and landscape roots of the city, which has already been initiated by the recent demolition of the bus station, commercial gallery and air parking. It is in this capacity that Nice was recognized by UNESCO as worthy of entering the world heritage, under the title "Nice, city of winter resort and Riviera". It is for this reason that the project of the mayor of Nice received, on 18 January, the agreement of the architect of the buildings of France. This development project is, I would like to stress, accompanied by an ambitious new cultural offer around the development and development of new cultural sites, particularly in the field of theatre and live entertainment. That is why I also gave my authorization, on 2 December, under section 2 of the Order of 13 October 1945, for the disaffection and demolition of this building, taking into account several elements. First of all, its condition no longer meets technical, functional and artistic needs. It requires heavy upgrades – between 12 and 18 million euros – and no longer allows for the deployment of a reception capacity and a cultural offer adapted to the expectations of the population. Then, the demolition is associated with a counterpart, in the form of a new theatrical offer consisting of two rooms of 300 and 500 places to accommodate the teams of the National Drama Centre, a temporary equipment of 600 places allowing the reception of large shows and a large front room that will take place within the future Palace of Arts and Culture on the horizon 2025-2026. In accordance with the spirit of the scheme established by the 1945 Ordinance, this authorization is issued subject to assurances concerning the delivery in 2022 of the equipment necessary for the continuation of the activity of the National Drama Centre. I will, of course, be very vigilant so that the theatre can continue its activities fully during the work and that the programme, and then the planned construction of the hall, meets the expectations and needs of the territory.
ParlaMint-FR_2022-02-01-O1141.u6	Mr Eric Ciotti has the floor.
ParlaMint-FR_2022-02-01-O1141.u7	Minister, allow me to express my disappointment at your response. I know your arguments: they are those of the mayor of Nice – but they are false arguments. This room is far from old-fashioned. It did not hinder – on the contrary – the inclusion of Nice in the UNESCO World Heritage Site. This equipment is a work of art by architect Yves Bayard. The theatre works perfectly and has always worked well. Heavy renovation work was initiated shortly ago. The same is true for the Acropolis Congress Hall. We're going to waste 300 million euros of public money for a simple personal whim. The arguments that led to your decision, and which, I fear, have had to go beyond you, are purely political arguments: it is simply a matter of pleasing a new convert in your majority. I regret it, I regret it, I condemn it. The Niçois regret it and condemn it also because, behind this gabegie, it is their taxes, which have already increased a lot, which will again increase sharply.
ParlaMint-FR_2022-02-01-O1141.u8	The meeting was suspended.
ParlaMint-FR_2022-02-01-O1141.u9	The meeting was resumed.
ParlaMint-FR_2022-02-01-O1141.u10	Mrs Pascale Fontenel-Person has the floor to put her question, No. 1641, on independent service stations.
ParlaMint-FR_2022-02-01-O1141.u11	Many French people use their vehicles every day. As the national fleet is still largely composed of vehicles using traditional fuels, it is therefore necessary to be able to rely on a dense network of service stations in both our peri-urban and rural territories. My Sarthoise electoral district does not escape this rule and there are independent service stations in La Flèche, Le Lude, Montval-sur-Loir, Écommoy, Bessé-sur-Braye, Saint-Calais, Grand-Lucé and Saint-Gervais-en-Belin. Moreover, these independent gas stations are often the first shops within a radius of several kilometres and are places of close proximity to our fellow citizens. However, many independent service stations are at risk of disappearing by 2030 due to the very high costs of switching from traditional fossil fuels to energy such as electricity, natural gas and hydrogen. A compressed natural gas service pump costs up to 400000 euros, a liquefied natural gas pump close to 1 million euros and ultra-fast electric charging stations close to 100000 euros, where fossil fuel tanks and pumps cost around 50000 euros. [[Mr. David Corceiro applauds]] This ecological transition, which is essential, creates an immense burden for these entrepreneurs. How can the state accompany them? In addition to this question, there is a second problem relating to the diversification of their shop-type activities. Is it not possible to envisage the establishment by the State of a fund to assist independent service stations on the model of the fund to assist the diversification of the activities of the ruralists, in order to cope with the fall in tobacco sales?
