ParlaMint-FR_2022-02-08-O1150.u1	The next item is the question to the Government.
ParlaMint-FR_2022-02-08-O1150.u2	Mr. Jimmy Pahun has the floor.
ParlaMint-FR_2022-02-08-O1150.u3	The ocean, which covers more than two thirds of the surface of the globe, has long been considered unalterable and inexhaustible. We thought that this space was too large and its resources too numerous to suffer from human enterprises, but, between marine pollution, plastic pollution, warming, acidification and rising water, overexploitation and illegal exploitation of its resources, its state now requires us to act. This action must be that of the entire international community, gathered around the same ambition, shared observations...
ParlaMint-FR_2022-02-08-O1150.u4	On the presence of wind turbines in Saint-Brieuc Bay!
ParlaMint-FR_2022-02-08-O1150.u5	...and speaking the same language. This year 2022 is decisive for the protection of the ocean, in the words of the UN Special Envoy for the Oceans, Peter Thomson. The National Assembly has expressed a determination to act resolutely and collectively in favour of marine ecosystems, which are major climate regulators, through the unanimous vote on two resolutions. The first, defended by Maina Sage and myself, calls for the successful negotiation of the so-called BBNJ – Biological Diversity Beyond Areas of National Jurisdiction – which must, among other things, allow better protection of the high seas through the creation of protected areas and the supervision of economic activities.
ParlaMint-FR_2022-02-08-O1150.u6	Why didn't you pass our amendments when we examined our plastic pollution bill on Friday, then?
ParlaMint-FR_2022-02-08-O1150.u7	[[Exclaims on LT banks]] The second, defended by my colleague from the Democratic Movement (MODEM) and related democrats, Philippe Bolo, calls for the signing of a treaty against plastic pollution, a factor in the erosion of biodiversity. An international framework is also needed here.
ParlaMint-FR_2022-02-08-O1150.u8	[[Applause on several benches of the LaREM and Dem groups]] Calm down! Mr. Pahun has the floor alone!
ParlaMint-FR_2022-02-08-O1150.u9	... to bring together national standards and efforts and effectively address this form of pollution, particularly in the Mediterranean. [[Applause on a few benches of the LaREM group]] Finally, I would like to commend the personal efforts of the President of the National Assembly in favour of parliamentary diplomacy in the service of the ocean.
ParlaMint-FR_2022-02-08-O1150.u10	Excellent!
ParlaMint-FR_2022-02-08-O1150.u11	[[Applause on the benches of the Dem group and on some benches of the LaREM group]] Madam Minister for the Ecological Transition, on the eve of the One Ocean Summit in Brest, as we have just begun a decisive year for maritime protection, during which international meetings will follow, I would like to reiterate the support of the national representation and assure you of our unity in advancing the cause of the ocean at the international level.
ParlaMint-FR_2022-02-08-O1150.u12	The Minister for Environmental Transition has the floor.
ParlaMint-FR_2022-02-08-O1150.u13	And wind turbines!
ParlaMint-FR_2022-02-08-O1150.u14	Thank you very much for your mobilization. I also welcome the commitment of the President of the National Assembly, as well as that of your colleagues, including Maina Sage and Philippe Bolo, to the essential issue of protecting the maritime environment. The motions for resolutions you referred to demonstrate the importance of strong international action: the sea covers 70% of the planet's surface and we cannot deal with it in small places alone; If we want to be at the forefront of the ecological transition, this great challenge for humanity as a whole, we must collectively find ways to better protect maritime spaces while taking into account the constraints of each other. I also stress the determination of the President of the Republic to promote international action in the field of the environment. In 2021, as we were in the midst of a covid crisis, France organized two international events crucial for biodiversity: the One Planet Summit in Paris and the Congress of the International Union for the Conservation of Nature (IUCN) in Marseilles, both of which have led to major advances, be it the fight against desertification in the Sahel or the protection of the Mediterranean. The President wished to devote a summit to the ocean to speed up action in this area: this is the One Ocean Summit, which opens tomorrow, during the French presidency of the European Union. We have some concrete objectives: to expand the global network of protected areas, including marine areas in the most sensitive areas, to increase the number of countries ready to commit themselves to protecting 30% of the spaces in order to feed the COP15 negotiations, to strengthen the instruments to combat illegal fishing, which causes many damage, and to combat pollution, including plastic pollution, by supporting the opening of negotiations for a plastic treaty.
ParlaMint-FR_2022-02-08-O1150.u15	What about the wind turbines?
ParlaMint-FR_2022-02-08-O1150.u16	[[Applause on several benches of the LaREM and Dem groups]] These are all essential actions, along with the motions for resolutions that you have adopted. They will help us and I thank you, Member.
ParlaMint-FR_2022-02-08-O1150.u17	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2022-02-08-O1150.u18	We learn that President Macron is shocked and shocked by the revelations about Orpea. Broken and shocked, why not collapsed or annihilated? Unless he's upset by the fall of Orpea's stock ("Oh! On several benches of the LaREM group) or by the fact that some journalists do their work to the end without being corrupted for 15 million euros? Stop hypocrisy! In November 2018, during President Macron's visit to Pont-à-Mousson, I gave him my own EHPAD information report in which institutional abuse was described! Since the beginning of this quinquennium, it does not happen a day without receiving alerts about the situation in our EHPADs: families who feel guilty, residents who ask to die, caretakers outraged and at the end. Again this week, I received numerous reports from the staff of the lucrative Bridge group in Horbourg-Whir in Lutterbach. At the beginning of the year, the carers are no longer replaced, their bonuses have been abolished, the staff are working in degraded mode, the rates have increased and the residents are abandoned to their sad fate! All this did not prevent the group from paying 4.5 million euros to its shareholders in January. Orpea, Bridge, Korian, DomusVI and other prosperous groups are subject to numerous charges. [[Applause on the benches of the FI group and on several benches of the GDR group]] Will the Government continue to rely on justice as if it were isolated malfunctions or will it immediately ban lucrative private EHPADs? Last October, once again since 2017, we were denouncing their inhumane practices and our group proposed to the minister responsible for autonomy to tax 100% their dividends to put an end to the grey gold manna. She laughed by listening to us. Does she cry now?
ParlaMint-FR_2022-02-08-O1150.u19	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2022-02-08-O1150.u20	[[Exclaims on a few benches in the FI group]] It is quite normal for you to ask us about this. Last week, Mrs Bourguignon, the deputy minister responsible for autonomy, received representatives from Orpea within my ministry. Two investigations have been carried out: one is carried out by the Inspectorate-General for Social Affairs (IGAS) with regard to the internal organisation of these institutions; the other is entrusted to the General Inspectorate of Finance in order to determine whether financial arrangements are to be denounced or even condemned. You know our determination to act, which was recalled by the President of the Republic himself. As far as the means are concerned, I find it difficult to follow you, even if I have an open mind. Why make a difference between private and public institutions? Having as you have worked in private and public EHPADs, I have seen everywhere the same vocation among the staff, the same desire to ensure the well-being of the residents...
ParlaMint-FR_2022-02-08-O1150.u21	Yes, among the people who work there!
ParlaMint-FR_2022-02-08-O1150.u22	[[Exclaims on a few benches in the FI group]] ... and the same tensions on organizations as the workload is high. Whether the EHPAD is private or public, it is very complicated to provide quality care on an ongoing basis when there are only two staff members to take care of a hundred residents overnight. The status of the establishment does not matter in this case. On the other hand, the legal framework will be important if, in the specific case of Orpea, there is evidence that there have been financial arrangements. For the rest, it is the reception of the elderly in loss of autonomy that we need to review as a whole. [[Applause on a few benches of the LaREM group]] We did not wait until last week to move forward, as you know, you who have devoted a report on this subject. Let us recall the creation of the fifth branch which will benefit from an additional 2.5 billion credits each year, the residential shift, the recruitment in progress, already well advanced, of 40,000 people, the revalorisation of wages. What we want is a change of perspective: to meet the demand of the French by allowing the elderly to stay at home as long as possible.
ParlaMint-FR_2022-02-08-O1150.u23	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2022-02-08-O1150.u24	[[Mr. Ugo Bernalicis applauds]] You are astonished, minister, well the difference between the public and the lucrative private, I will remind you: the public gets high to treat the residents well while the state does not give it the means while the lucrative private gets high to earn profits to distribute to the shareholders.
ParlaMint-FR_2022-02-08-O1150.u25	It's a little caricatural, though!
ParlaMint-FR_2022-02-08-O1150.u26	The Minister has the floor.
