ParlaMint-FR_2022-02-15-O1156.u1	The next item is the question to the Government.
ParlaMint-FR_2022-02-15-O1156.u2	Mr Joël Aviragnet has the floor.
ParlaMint-FR_2022-02-15-O1156.u3	Prime Minister, three weeks ago, the release of Victor Castanet's investigation in the book Les Fossoyeurs produced the effect of a bomb. The French learned with astonishment, rage and disgust that some for-profit EHPADs would have put in place an industrialized system of cost reduction to the detriment of the residents' living conditions. The hearings conducted by the Social Affairs Committee since then have not convinced us. The leaders of the Orpea group carefully avoided answering questions from the national representation. If this system is real, it must be prevented, forbidden. The ageing of our population must encourage us to put the issue of old age at the forefront. Like last week to my colleague Mrs Pires Beaune, you will no doubt reply that the creation of the fifth branch of social security and of 10000 additional posts shows that you have acted. But it is 200000 posts that should be created in the EHPADs! You also told him that there are good and bad for-profit EHPADs. But stock exchange listing and the search for ever-higher dividends are incompatible with the humane management of the elderly, and the Orpea case, if proven, is the best example. We must act, and quickly, to shed light on this matter. The four flash missions created by the Social Affairs Committee are largely inadequate, as they will not lead to a legal obligation for private, for-profit EHPAD officials to answer Members' questions. [[Christine Pires Beaune applauds]] That is why the establishment of a parliamentary committee of inquiry into the Orpea case is necessary. Ladies and gentlemen of the majority, ask her with us if you have not already done so. She's the only way to shed light on this case. The opposition parliamentary groups, the main trade unions and especially the families of the alleged victims of this system unanimously call for the establishment of such a commission. [[Applause on the SOC benches and on several GDR benches]] Prime Minister, why did you abandon the old law, while several parliamentary reports and journalistic surveys were alerting us in 2018 about many dysfunctions within private for-profit EHPADs?
ParlaMint-FR_2022-02-15-O1156.u4	The Deputy Minister for Self-Government has the floor.
ParlaMint-FR_2022-02-15-O1156.u5	I have too much respect for the separation of powers and also for the sovereign role of Parliament to interfere with a decision that belongs to you, especially since I chaired the beautiful Social Affairs Committee, of which I greet the President and her members who are doing active work during a round of public hearings. That being said, I am committed to making all the light before the national representation and to making public the reports of the inspections – and not least – which I have carried out, that of the Inspectorate General for Social Affairs (IGAS) and that of the Inspectorate General for Finance (IGF). But please, ladies and gentlemen of Parliament,...
ParlaMint-FR_2022-02-15-O1156.u6	Grace, grace!
ParlaMint-FR_2022-02-15-O1156.u7	...do not spend decades of generalized indifference on the old age...
ParlaMint-FR_2022-02-15-O1156.u8	Of which the last five years!
ParlaMint-FR_2022-02-15-O1156.u9	[[Applause on the benches of the LaREM group. – Mr. Jean-Luc Reitzer also applauds]] ... in the era of widespread suspicion of EHPAD, where it is painfully felt. For my part, I would like to pay tribute to the caregivers, to the residents of their families, who should be comforted. The Orpea case is so serious because it reveals a system in a lucrative group, but also and above all because it undermines the fragile and precious bond of trust between caregivers, families and institutional leaders. Believe me, they're suffering a lot right now. [[Exclaims on the benches of the LR group]] Not only does the Government not discover the difficulties, it has been acting for five years. We're doing what you didn't do. The fifth branch of social security, dedicated to autonomy, you dreamed of it. We created it! We have invested EUR 30 billion. [[Exclaims on the benches of the LR group]] [[Same movements]] [[Applause on the benches of the LaREM group. – Exclaims on the benches of the LR group]] We have launched an investment plan for establishments that you should be ashamed of! We have spent EUR 2.1 billion on this. We re-aligned the salaries – which you did not – in the EHPAD and home help sector. This is what had to be done for the old age that you have largely abandoned!
ParlaMint-FR_2022-02-15-O1156.u10	Mrs Frédérique Meunier has the floor.
ParlaMint-FR_2022-02-15-O1156.u11	"The law does not prohibit the Hijabeuses from playing football with the Islamic veil, so they can do so. »
ParlaMint-FR_2022-02-15-O1156.u12	Ah, right there!
ParlaMint-FR_2022-02-15-O1156.u13	In your opinion, Prime Minister, who can speak out as unexpectedly as contrary to our most fundamental principles of secularism and equality between women and men?
ParlaMint-FR_2022-02-15-O1156.u14	Yes!
ParlaMint-FR_2022-02-15-O1156.u15	In your opinion, who can make such irresponsible comments when they benefit the communitarians who gangrene us and the political Islamism that wants to destroy us?
ParlaMint-FR_2022-02-15-O1156.u16	All right!
ParlaMint-FR_2022-02-15-O1156.u17	In your opinion, who can make statements that consist of a political fault for the renunciation that they testify to, but even more so in a moral fault for the consequences that they involve? [[Applause on the benches of the LR group]] Prime Minister, I give you a clue: she is in your Government!
ParlaMint-FR_2022-02-15-O1156.u18	The Minister for Gender Equality, Diversity and Equal Opportunities has the floor.
ParlaMint-FR_2022-02-15-O1156.u19	[[Exclaims on the benches of the LR group]] For the past four days,
ParlaMint-FR_2022-02-15-O1156.u20	[[Same movements]] Look, when she's talking!
ParlaMint-FR_2022-02-15-O1156.u21	[[Applause on the benches of the LaREM group]] ...I live a violence that only politics can sustain. You're told by a civil society person. This umpteenth attack clearly shows that it is necessary to put the state in the middle of the village, the right in the middle of our discussions and the truth at the heart of our exchanges.
ParlaMint-FR_2022-02-15-O1156.u22	Assume!
ParlaMint-FR_2022-02-15-O1156.u23	You're in charge!
ParlaMint-FR_2022-02-15-O1156.u24	I'm not for sailing, but for the rule of law. Yes, in accordance with our Constitution, the law guarantees the application of the principle of secularism in sport. Yes, I believe in the freedom of conscience of every individual.
ParlaMint-FR_2022-02-15-O1156.u25	So what?
ParlaMint-FR_2022-02-15-O1156.u26	Yes, the Government is fighting against all forms of separatism by being intransigent in the face of radical behaviour.
ParlaMint-FR_2022-02-15-O1156.u27	You're lying and you know it!
ParlaMint-FR_2022-02-15-O1156.u28	The law that reinforces the respect of republican principles is very clear: it obliges sports federations to sign Republican engagement contracts. In this way, we are doing everything we can to combat all forms of proselytism and we defend the values of the Republic everywhere.
ParlaMint-FR_2022-02-15-O1156.u29	That's not true! You're doing exactly the opposite!
ParlaMint-FR_2022-02-15-O1156.u30	With regard to the case you are referring to, I have neither met nor even pronounced the name of the collective you are referring to.
ParlaMint-FR_2022-02-15-O1156.u31	You're lying!
ParlaMint-FR_2022-02-15-O1156.u32	[[Exclaims on the benches of the LR group]] An action before the Council of State is also under way. As a member of the Government, it is not for me to say whether I am in favour or against legal action: it is about the separation of powers, so dear to national representation.
ParlaMint-FR_2022-02-15-O1156.u33	You're lying!
ParlaMint-FR_2022-02-15-O1156.u34	Ladies and gentlemen, I have no lesson in feminism or universalism to receive. All my life, I've been fighting to emancipate myself.
ParlaMint-FR_2022-02-15-O1156.u35	Off the subject!
ParlaMint-FR_2022-02-15-O1156.u36	[[Applause on the benches of the LaREM and Dem groups]] With the President of the Republic, the Prime Minister and the majority, I now fight for...
ParlaMint-FR_2022-02-15-O1156.u37	Thank you, Madam Deputy Minister. Mrs Frédérique Meunier has the floor.
ParlaMint-FR_2022-02-15-O1156.u38	[[Applause on the benches of the LR group]] Your ambiguous words cannot hide your deep discomfort and the hypocrisy of this majority! They perfectly illustrate this "at the same time" which destroys everything, which denies everything because it chooses nothing, assumes nothing. You are defending a bill to democratize sport and you are refusing to clearly prohibit the wearing of religious signs at competitions organized by federations. What irony and incoherence when you know that the veil locks up and rejects while the sport releases and festers! [[Applause on the benches of the LR group]] As a follow-up to the Olympic Charter, our group's amendment, defended by Maxime Minot, made it possible to prohibit any "political, religious or racial propaganda" in sport. You rejected him with your usual contempt. What do you say to those women who fight to break the carcan where we lock them up? You're telling them to give up? As always, you are "distants" and not "doers." You lack courage!
