ParlaMint-FR_2022-01-18-O1129.u1	The next item is the question to the Government.
ParlaMint-FR_2022-01-18-O1129.u2	Mrs Duby-Muller has the floor.
ParlaMint-FR_2022-01-18-O1129.u3	Mr. Minister of National Education, Youth and Sports, your management of the health crisis at school turns to the fiasco and questions us about the lightness with which you approach it.
ParlaMint-FR_2022-01-18-O1129.u4	We're better off in Ibiza, huh?
ParlaMint-FR_2022-01-18-O1129.u5	[[Applause on the benches of the LR group]] For more than 15 days, teachers and educational teams have been debunked, communities are out of control, parents are out of control, students are out of control. What about your initial protocol presented the day before the school year? Your political fault is not to have taken a vacation, but not to have done your vacation duties by presenting your protocol earlier and in a concerted manner. What about your incomprehensible and inapplicable instructions that have put parents and their children in untenable situations, forcing them, for lack of tests, to make endless queues in front of pharmacies? What about your conflicting injunctions and permanent foot changes?
ParlaMint-FR_2022-01-18-O1129.u6	Yeah, it's sick of it!
ParlaMint-FR_2022-01-18-O1129.u7	The parents, of which I am a part, tear their hair to follow a protocol replaced by a new one the next day, and then a third one the next day. How can we not give in to discouragement when no one understands anything? You have lost the confidence of the teachers who took part, last Thursday, in a strike as massive as unedited to denounce, alongside the parents of students, the complexity of the rules in force.
ParlaMint-FR_2022-01-18-O1129.u8	Take your retirement, Blanquer!
ParlaMint-FR_2022-01-18-O1129.u9	The Prime Minister must have even disavowed you in an attempt to restore the situation. Despite progress, the situation remains very precarious and I am particularly concerned for children who are unable to do so. Nobody says the situation is easy, no one.
ParlaMint-FR_2022-01-18-O1129.u10	Yes!
ParlaMint-FR_2022-01-18-O1129.u11	[[Applause on several benches in the LR group]] However, why did you approach the situation so casually? Why did it take so long to distribute FFP2 masks, to provide free autotests, to simplify protocols? Why did you take so long to follow recommendations that the Republicans have been making to you for months?
ParlaMint-FR_2022-01-18-O1129.u12	The next speaker is the Minister for National Education, Youth and Sport.
ParlaMint-FR_2022-01-18-O1129.u13	[["Very good! » and applause on several benches of the LaREM and Dem groups]] You're asking me about the health crisis. First of all, you are right to point out that we are in a difficult time, let us never forget. The omicron variant has posed new problems for us, as for other European countries. I had the opportunity to chronology what happened. You know that since last week, with the Prime Minister and the Minister of Solidarity and Health, we have received the trade union organisations. Things, far from getting worse, are organizing themselves, ever more and better, in difficulty, of course, in France as elsewhere, but with something that we succeed in France and that is less successful elsewhere: the policy of open school Of course, we all hope to emerge from this crisis soon. It did not escape me that beyond the attack on politics, there was also an attack on my person, especially on my vacation.
ParlaMint-FR_2022-01-18-O1129.u14	It's not an attack!
ParlaMint-FR_2022-01-18-O1129.u15	First, did I have the right to take a few days off after this year?
ParlaMint-FR_2022-01-18-O1129.u16	Yes!
ParlaMint-FR_2022-01-18-O1129.u17	That's not the point!
ParlaMint-FR_2022-01-18-O1129.u18	Secondly, are there any meetings or things that I had to do during this period and that I did not do because of that?
ParlaMint-FR_2022-01-18-O1129.u19	Yes!
ParlaMint-FR_2022-01-18-O1129.u20	No, of course not! Third, would the decisions have been different...
ParlaMint-FR_2022-01-18-O1129.u21	Yes!
ParlaMint-FR_2022-01-18-O1129.u22	...if I'd been somewhere else? Neither. [[Applause on the benches of the LaREM and Dem groups]] There is, I recognize, a symbol. It turns out that I probably should have chosen a place other than the one I chose. The symbolism, I regret it, but for the rest, for the past two years, with the majority, with my teams, with all the teachers of France we keep the policy of the school open. That is what is essential. Let's not lose ourselves in the accessory!
ParlaMint-FR_2022-01-18-O1129.u23	Mrs Isabelle Santiago has the floor.
ParlaMint-FR_2022-01-18-O1129.u24	Prime Minister, a university that will become a paying university: this is what we hear in the reflections, in the words of the President of the Republic who has nothing else to offer to our students after two years of health crisis which have affected them particularly academically, economically and psychologically. Talking about college without any price, really? So four hundred euros doesn't mean anything to your government, while many students are already struggling to pay their registration fees? Is it necessary here to remind you of the number of students waiting to feed themselves? Yes, the university needs additional funding for the full success of its students because, as we know, higher education is an essential bulwark in the face of unemployment. But it is not for students to pay for the Government's shortcomings, even if the Economic Analysis Board, close to your government, called on you, in its December report, to better finance universities, judging public spending on higher education to be regressive. For the past five years there has been, of course, a modernization, but a liberal modernisation of the university system. Here's your balance sheet: charging fees for international students, creating a student tax, unblocking the status of teachers-researchers and applying the selection to entry into the bachelor's and master's degree. Even the research programming law at the end of 2020 did not include a line on higher education. However, the Economic Analysis Board has been advocating what we have been demanding for the past five years: to improve access to higher education for all the most modest pupils, through the creation of additional places and housing spaces. That's what the young people are waiting for. [[Applause on several SOC benches]] Prime Minister, you had five years to act for this youth. Don't you have another model to offer her in this health crisis we're going through?
ParlaMint-FR_2022-01-18-O1129.u25	The Minister for Higher Education, Research and Innovation has the floor.
ParlaMint-FR_2022-01-18-O1129.u26	[["So what? » on the benches of the GDR group]] [[Protests on several benches of the GDR group]] The President of the Republic has said very clearly that we cannot remain in a model where three conditions coexist: the quasi-freeness of studies, the fact that one third of the students are fellows and yet we are witnessing a very precarious situation of these, the fact that the university is almost entirely financed by public funds. The proposals he asked the Conference of University Presidents – CPU – to study and consider are as follows: how to effectively combat precariousness, including by involving communities as we have done, how to be able, through continuous training, to put universities at the service of the training of young and old people throughout their lives. You chose to take a third of the President's sentence. Look in his speech, that, I'm sure, you've read with great interest, at what time it evokes the increase in registration fees! We have to stop fantasies. You're asking for more seats; You could have created them between 2012 and 2017. We did it by creating 89,000 places. You're asking for more housing; You could have done it.
ParlaMint-FR_2022-01-18-O1129.u27	We've done better than you!
ParlaMint-FR_2022-01-18-O1129.u28	[[Applause on a few benches of the LaREM and Dem groups]] We have done so and have renovated 100% of the housing in the regional centres of academic and academic works – CROUS. I think we've done better than you. There are those who interpret and, in fact, reduce the subsidies of the Paris CROUS from 9 to 6 million euros. In this regard, it is not the Government that decides, but the City Hall of Paris.
ParlaMint-FR_2022-01-18-O1129.u29	Lies!
ParlaMint-FR_2022-01-18-O1129.u30	What the Government decides is to double emergency aid for the CROUS. The increase is EUR 54 million. [[Applause on a few benches of the LaREM and Dem groups]] There are people who interpret and people who do what they say and who say what they do.
ParlaMint-FR_2022-01-18-O1129.u31	Mr Olivier Becht has the floor.
