Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e26	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e29	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.EAS	Aspaker, Elisabeth Vik	F	1962	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e34	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e48	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e51	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.BJT	Tørresdal, Bjørg	F	1958	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e72	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.IBTH	Thomsen, Ib	M	1961	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e79	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e87	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e116	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e130	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.JTS	Sanner, Jan Tore	M	1965	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e137	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e149	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2007-05-10-lower	ParlaMint-NO_2007-05-10-lower.ana.ud1528e160	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-05-10	2007-05-10	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-05-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.AGV	Valle, Ågot	F	1945	
