Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e42	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e51	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.GUNL	Ludvigsen, Gunvald	M	1949	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e74	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HTN	Nesvik, Harald T.	M	1966	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e85	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.SONS	Sjøli, Sonja Irene	F	1949	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e100	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.IMT	Thorkildsen, Inga Marte	F	1976	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e120	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.SKB	Brustad, Sylvia	F	1966	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e143	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e153	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e459	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e469	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e479	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2007-03-06-lower	ParlaMint-NO_2007-03-06-lower.ana.ud2628e529	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2007-03-06	2007-03-06	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2007-03-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
