Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e172	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e188	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e204	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e220	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e236	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e252	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e268	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e284	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e300	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e317	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e333	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e349	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e365	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e381	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e397	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e413	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e429	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e445	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e461	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2007-12-06-upper	ParlaMint-NO_2007-12-06-upper.ana.ud842e477	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2007-12-06	2007-12-06	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2007-12-06	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
