Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u1	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u2	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u3	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u4	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u5	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u6	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u7	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u8	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u9	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u10	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-06-30-ps-80	ParlaMint-FI_2017-06-30-ps-80.u11	Minutes of the Finnish Parliament's plenary session 80/2017, 2017-06-30	2017-06-30	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 80	2017-06-30	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
