Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u1	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u2	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u3	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	RKP	Swedish People's Party of Finland	Opposition	Centre	EvaBiaudet	Biaudet, Eva	F	1961	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u4	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u5	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u6	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u7	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u8	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	JariMyllykoski	Myllykoski, Jari	M	1959	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u9	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u10	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	PaavoArhinmäki	Arhinmäki, Paavo	M	1976	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u11	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	KariUotila	Uotila, Kari	M	1955	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u12	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	JariMyllykoski	Myllykoski, Jari	M	1959	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u13	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MikaRaatikainen	Raatikainen, Mika	M	1961	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u14	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	VilleTavio	Tavio, Ville	M	1984	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u15	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	KariUotila	Uotila, Kari	M	1955	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u16	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	PaavoArhinmäki	Arhinmäki, Paavo	M	1976	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u17	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u18	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	VilleTavio	Tavio, Ville	M	1984	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u19	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2017-02-17-ps-9	ParlaMint-FI_2017-02-17-ps-9.u20	Minutes of the Finnish Parliament's plenary session 9/2017, 2017-02-17	2017-02-17	Unicameralism	Vaalikausi 2015	Valtiopäivät 2017	Täysistunto 9	2017-02-17	-	Reference	English	Regular	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	VilleTavio	Tavio, Ville	M	1984	
