Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e27	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e90	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e95	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TOHA	Hagebakken, Tore	M	1961	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e100	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e105	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KAAN	Andersen, Karin	F	1952	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e110	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e115	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.IHE	Heggø, Ingrid	F	1961	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e121	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e126	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Regular	MP	notMinister	MDG	Miljøpartiet De Grønne	-	Centre-left	person.UAB	Bastholm, Une	F	1986	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e131	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e149	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2017-10-17	ParlaMint-NO_2017-10-17.ana.ud192e488	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-10-17	2017-10-17	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-10-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
