Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0044	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0045	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0046	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0047	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0048	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0049	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0051	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0052	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0053	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0054	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0055	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0056	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0057	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0058	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0059	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0060	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0002par0061	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Regular	MP	notMinister	TIP	Workers' Party of Turkey	Opposition	Left to far-left	Erkan.Baş	Baş, Erkan	M	1979	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit01spe0001par0062	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
ParlaMint-TR-en_2020-03-03-tbmm-T27	tbmm-2020-03-03sit02spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 27, Year 3, Session 63	2020-03-03	Unicameralism	27	3	63	-	-	COVID	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Mustafa.Şentop	Şentop, Mustafa	M	1968	
