Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u1	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u2	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u3	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u4	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u5	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u6	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u7	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u8	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u9	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u10	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
ParlaMint-FI-en_2019-12-20-ps-87	ParlaMint-FI_2019-12-20-ps-87.u11	Minutes of the Finnish Parliament's plenary session 87/2019, 2019-12-20	2019-12-20	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 87	2019-12-20	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MattiVanhanen	Vanhanen, Matti	M	1955	
