Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e44	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e83	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e94	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e99	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HHLI	Liadal, Hege Haukeland	F	1972	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e104	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e122	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.KJT	Toppe, Kjersti	F	1967	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e156	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e204	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.KJT	Toppe, Kjersti	F	1967	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e217	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e232	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HHLI	Liadal, Hege Haukeland	F	1972	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e251	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.MET	Tønder, Mette	F	1969	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e262	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.LRE	Reiertsen, Laila	F	1960	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e281	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.GJB	Bekkevold, Geir Jørgen	M	1963	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e296	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.HEIG	Greni, Heidi	F	1962	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e315	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KIB	Bergstø, Kirsti	F	1981	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e329	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.KKK	Kjos, Kari Kjønaas	F	1962	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e363	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e387	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.KJT	Toppe, Kjersti	F	1967	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e402	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e419	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MN	Nybakk, Marit	F	1947	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e453	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MN	Nybakk, Marit	F	1947	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e470	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MN	Nybakk, Marit	F	1947	
ParlaMint-NO-en_2016-10-25	ParlaMint-NO_2016-10-25.ana.ud460e538	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-25	2016-10-25	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MN	Nybakk, Marit	F	1947	
