Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DanTok.1959	Ťok, Dan	M	1959	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejPolansky.1984	Polanský, Ondřej	M	1984	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DanTok.1959	Ťok, Dan	M	1959	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u13	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u14	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2017-12-19-ps2017-004-03-008-006	ParlaMint-CZ_2017-12-19-ps2017-004-03-008-006.u15	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-19	2017-12-19	Lower house	ps2017	-	ps2017/004	ps2017/004/03	ps2017/004/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
