Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u13	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u14	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u15	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u16	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u17	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u18	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VaclavSnopek.1951	Snopek, Václav	M	1951	
ParlaMint-CZ-en_2017-05-19-ps2013-057-04-001-256	ParlaMint-CZ_2017-05-19-ps2013-057-04-001-256.u19	Parliament of the Czech Republic, Chamber of Deputies, 2017-05-19	2017-05-19	Lower house	ps2013	-	ps2013/057	ps2013/057/04	ps2013/057/256	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
