Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e98	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e145	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.EKS	Sund, Eirin	F	1967	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e152	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e166	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e180	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e194	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e208	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e222	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e236	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e251	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e265	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e279	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e285	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e562	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e575	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-12-17	ParlaMint-NO_2013-12-17.ana.ud373e6145	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-12-17	2013-12-17	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-12-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
