Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U1	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U2	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U3	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	k_kõljalg_19821226	Kõljalg, Kristjan	M	1982	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U4	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U5	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	k_kõljalg_19821226	Kõljalg, Kristjan	M	1982	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U6	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U7	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	u_tiidus_19540606	Tiidus, Urve	F	1954	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U8	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	k_kõljalg_19821226	Kõljalg, Kristjan	M	1982	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U9	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U10	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_sults_19610324	Sults, Märt	M	1961	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U11	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	k_kõljalg_19821226	Kõljalg, Kristjan	M	1982	
ParlaMint-EE-en_2016-11-10	ParlaMint-EE_2016-11-10_U12	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 10.11.2016, 10:00	2016-11-10	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-10	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
