Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Regular	MP	Minister	-	-	-	-	AnnaHubackova.1957	Hubáčková, Anna	F	1957	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2022-07-20-ps2021-029-03-004-005	ParlaMint-CZ_2022-07-20-ps2021-029-03-004-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-07-20	2022-07-20	Lower house	ps2021	-	ps2021/029	ps2021/029/03	ps2021/029/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
