Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelZacek.1969	Žáček, Pavel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VladimirBalas.1959	Balaš, Vladimír	M	1959	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JanLipavsky.1985	Lipavský, Jan	M	1985	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelZacek.1969	Žáček, Pavel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelZacek.1969	Žáček, Pavel	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-005-121	ParlaMint-CZ_2022-04-06-ps2021-016-06-005-121.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/121	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
