Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MartinBaxa.1975	Baxa, Martin	M	1975	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	OndrejKolar.1984	Kolář, Ondřej	M	1984	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	TatanaMala.1981	Malá, Taťána	F	1981	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PavelStanek.1973	Staněk, Pavel	M	1973	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	TatanaMala.1981	Malá, Taťána	F	1981	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-005-015	ParlaMint-CZ_2022-09-27-ps2021-035-05-005-015.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/015	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
