Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Guest	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	PavlaGolasowska.1964	Golasowská, Pavla	F	1964	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlesJuchelka.1976	Juchelka, Aleš	M	1976	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlesJuchelka.1976	Juchelka, Aleš	M	1976	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarieJilkova.1977	Jílková, Marie	F	1977	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	LucieSafrankova.1987	Šafránková, Lucie	F	1987	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	SimonHeller.1988	Heller, Šimon	M	1988	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	PavlaGolasowska.1964	Golasowská, Pavla	F	1964	
ParlaMint-CZ-en_2022-09-29-ps2021-040-01-003-003	ParlaMint-CZ_2022-09-29-ps2021-040-01-003-003.u19	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-29	2022-09-29	Lower house	ps2021	-	ps2021/040	ps2021/040/01	ps2021/040/003	COVID,War	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
