Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-23-ps2021-016-02-005-006	ParlaMint-CZ_2022-03-23-ps2021-016-02-005-006.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-23	2022-03-23	Lower house	ps2021	-	ps2021/016	ps2021/016/02	ps2021/016/006	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
