Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Guest	notMP	notMinister	-	-	-	-	KordovaMarvanova	Marvanová, Kordová	U	-	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Guest	notMP	notMinister	-	-	-	-	KordovaMarvanova	Marvanová, Kordová	U	-	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
