Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JiriHavranek.1992	Havránek, Jiří	M	1992	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	EvaFialova.1982	Fialová, Eva	F	1982	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	EvaFialova.1982	Fialová, Eva	F	1982	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-007-017	ParlaMint-CZ_2022-09-27-ps2021-035-05-007-017.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
