Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Guest	MP	Minister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
