Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Guest	MP	Minister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Guest	MP	Minister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	MariePosarova.1980	Pošarová, Marie	F	1980	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VladimirBalas.1959	Balaš, Vladimír	M	1959	
ParlaMint-CZ-en_2022-04-28-ps2021-019-03-005-019	ParlaMint-CZ_2022-04-28-ps2021-019-03-005-019.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-28	2022-04-28	Lower house	ps2021	-	ps2021/019	ps2021/019/03	ps2021/019/019	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
