Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelTurecek.1971	Tureček, Karel	M	1971	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Guest	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u19	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u20	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MichalKucera.1968	Kučera, Michal	M	1968	
ParlaMint-CZ-en_2022-04-06-ps2021-016-06-015-093	ParlaMint-CZ_2022-04-06-ps2021-016-06-015-093.u21	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-06	2022-04-06	Lower house	ps2021	-	ps2021/016	ps2021/016/06	ps2021/016/093	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
