Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	RobertTeleky.1967	Teleky, Róbert	M	1967	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	TomasMuller.1966	Müller, Tomáš	M	1966	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	TomasMuller.1966	Müller, Tomáš	M	1966	
ParlaMint-CZ-en_2022-11-16-ps2021-044-02-002-005	ParlaMint-CZ_2022-11-16-ps2021-044-02-002-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-16	2022-11-16	Lower house	ps2021	-	ps2021/044	ps2021/044/02	ps2021/044/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
