Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JuliusSpicak.1952	Špičák, Julius	M	1952	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	PetrLetocha.1984	Letocha, Petr	M	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JuliusSpicak.1952	Špičák, Julius	M	1952	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JuliusSpicak.1952	Špičák, Julius	M	1952	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	PetrLetocha.1984	Letocha, Petr	M	1984	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-001-162	ParlaMint-CZ_2022-11-15-ps2021-045-01-001-162.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/162	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
