Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Guest	MP	notMinister	-	-	-	-	LumirKantor	Kantor, Lumír	M	-	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MatejOndrejHavel.1987	Havel, Matěj Ondřej	M	1987	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2022-03-02-ps2021-009-04-013-048	ParlaMint-CZ_2022-03-02-ps2021-009-04-013-048.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-02	2022-03-02	Lower house	ps2021	-	ps2021/009	ps2021/009/04	ps2021/009/048	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
