Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Guest	MP	Minister	TOP09	Political group TOP 09	Coalition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MichaelaSebelova.1982	Šebelová, Michaela	F	1982	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JuliusSpicak.1952	Špičák, Julius	M	1952	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Guest	MP	Minister	TOP09	Political group TOP 09	Coalition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2022-12-14-ps2021-048-02-005-017	ParlaMint-CZ_2022-12-14-ps2021-048-02-005-017.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-14	2022-12-14	Lower house	ps2021	-	ps2021/048	ps2021/048/02	ps2021/048/017	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
