Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RobertKralicek.1977	Králíček, Robert	M	1977	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2022-09-27-ps2021-035-05-008-008	ParlaMint-CZ_2022-09-27-ps2021-035-05-008-008.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-09-27	2022-09-27	Lower house	ps2021	-	ps2021/035	ps2021/035/05	ps2021/035/008	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
