ParlaMint-NO_1999-12-07-2.ana.ud1797e15	The representative, Brother Yngve Rahm, who has been licensed, has again taken the seat.
ParlaMint-NO_1999-12-07-2.ana.ud1797e30	No one has asked for the floor. [[Footing, see page 999]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e44	No one has asked for the floor. [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e58	No one has asked for the floor. [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e72	No one has asked for the floor. [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e86	No one has asked for the floor. [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e100	No one has asked for the floor. [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e114	No one has asked for the floor. [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e128	The main objective of the proposal by the representative Morten Lund is to clarify the law so that people with a strong connection to the country will be taxed to be resident here and thus be generally taxable to Norway. Of course, it's a goal to prevent those who tend the most to avoid paying taxes to Norway because of a large hole in the tax regime. The centre party is occupied by people's jurisprudence. It's absolutely crucial for ordinary people's tax morals that those who care the most pay taxes and provide to the community. Proposals to close these tax havens are important to strengthen the universal tax morality. I would also like to point out to the Directorate of Taxation that regulatory changes/precisions are becoming increasingly relevant with the increased internationalisation of Norwegian business. Following the presentation of the proposal by the representative Morten Lund, the Tax Directorate has asked the Ministry of Finance to take the initiative for a legislative change in the case of housing registration in Norway and the tax liability of Norway. I am pleased that the Committee on Finance was consulted to point out that the Ministry of Finance is considering presenting changes/precisions in tax law and the People's Registry Regulation, and that the Committee would therefore be waiting for the Ministry of Finance to propose changes/precisions. On behalf of the Centre Party, I look forward to the Ministry of Finance producing changes/precisions in tax laws and the public register regulations that can be included and dense tax ceilings that some have chosen to adapt to on a lasting basis.
ParlaMint-NO_1999-12-07-2.ana.ud1797e139	Several have not asked for the floor on case No. 10th@item: inlistbox [[Fotation, see page 1000]]
ParlaMint-NO_1999-12-07-2.ana.ud1797e153	At the request of the Financial Committee, the President will propose that the debate be limited to 2 hours and that the speaking time be allocated to the groups as follows: Working Party 35 minutes, Progress Party 15 minutes, Christian People's Party 15 minutes, Right 15 minutes, Center Party 10 minutes, Socialist Left Party 10 minutes, Left 10 minutes and Representative Bastisen 10 minutes. Furthermore, the President will propose to allow for the replacement of lines of up to three lines with replies after the contributions of the main speakers from each party group and five lines with replies after the contributions of members of the Government. Furthermore, it is suggested that those who have to sign up to the list of speakers in addition to the allocated speaking time should have a speaking time of up to 3 minutes. – It shall be deemed to have been adopted.
ParlaMint-NO_1999-12-07-2.ana.ud1797e164	: By default, there is no particular attention to the credit notification that the Storting has for processing once a year. This cottage was different. The housing of all the axes of the credit fund updated the issues of structural policy and state ownership in the banking industry. The Labour Party has previously agreed to clear leadership in structural policy and to secure the national ownership of the two largest commercial banks, DnB and the Bank of Credit. In the 1990s, Norwegian and international banking industries have been characterised by major structural changes. Strong driving forces have led to internationalisation and tougher competition. In the north and in Europe, the introduction of the euro has also strengthened this. Banks meet this challenge in different ways. The largest banks and insurance companies in the Nordic region define the whole of the Nordic region as their home market. What's happening in the banks, we've also seen in other industries, where many Norwegian companies have joined international groupings. It is particularly since 1997 that banks have focused on the Nordics as their home market. Since 1990, the largest Nordic banks have established 21 branches or subsidiaries in Helsinki, Copenhagen, Oslo and Stockholm. More than half of these establishments have occurred since 1997. Until now, none of the Norwegian banks have defined the Nordic as their home market. Both in the DnB and in the Credit Fund, the aim of establishing abroad is to be able to offer Norwegian customers international services, for example. because our industrial companies are oriented towards the rest of the world. Globalisation of the economy is both an advantage and a challenge for Norway. Our welfare depends on access to foreign capital and access to foreign markets. Therefore, Norway must also be an active participant in the global economy. At the same time, it is a challenge to secure a national financial system and that important head offices for industry and other business can be in Norway. Our banks have seen this and have been active. The savings bank NOR and Versatile have merged. Last Wednesday the merger between DnB and Postbanken was a reality, Storebrand Bank has purchased Finanzbanken, SpareBank 1 The group has entered into an extensive alliance with the Swedish Association Bank, The Danish Bank has purchased Focus Bank and the Handelsbanken has purchased Bergensbanken. The credit institution has tried different possibilities for growth. In 1997, the Grandbrand and the Credit Fund presented plans for merger, which were downgraded. Later we know that the Postbank, the Credit Bank and Focus Bank would merge. These things didn't lead to anything. The last one so far is that SpareBank 1 The group will buy WE bank and insurance. With the background of what has happened both at home and out in our banking industry, it is almost unlikely that the government provided a credit message about the structural policy where almost everything should be like before. But there is also a development within the Government. For after today's Business wrote on 2 December, the Minister of Finance says: “There are things happening even after it” – the credit message – “was written, and a lot can happen in a short time. Looked back one year in time, and see what happened in the financial sector. If you think similar forward in time, it may have happened very much at that time." Yes – this is actually the case. According to the Labour Party’s opinion, the State that owns must facilitate the development of the largest Norwegian banks as well. It is a good option for international development to go through Nordic solutions. The Nordic markets are highly integrated both through extensive trade and through direct investment. The state ownership of the banks is important in securing national ownership. National ownership can ensure that the head office functions become in Norway. Major strategic decisions and product developments will normally be related to the head office. Closeness between bank and customer leasing is particularly important for individuals, small and medium-sized enterprises and municipalities that have little international financial market as a real alternative. The bank’s food skills are largely transferred to the head office. Technological developments reinforce this image by constantly demanding new knowledge of IT, risk management and capital management. Without strong head offices in the financial industry, Norway will be able to stand without such special competence, and Norwegian institutions will then stand as pure distributors of financial services. It's by exercising state ownership that one can secure a financial center of gravity with head office functions in Norway. For the Workers' Party, the most important thing now is that ownership of the banks is collected in a strong Norwegian financial institution. It is only through consolidation that the state that owns can help to maintain and further develop the Norwegian financial environment. It is therefore in the area of ownership and guidelines for structural policy that we are in the committee. In the credit message, the Government did not come up with any suggestions for changes in the country's ownership. From the Workers' Party's side, we've said clearly that this kind of financial industry has evolved, it's hard to keep up with the state ownership of both our commercial banks. That's why we think it's right to concentrate it on a bank. The result of the process here in the house when it comes to state ownership is that the state should participate in a strong Norwegian solution on the financial market, and of course the Labour Party is satisfied with that. The Labour Party and the representative Bastisen believe that one must be more active in the sense that a user may receive any income from the sale of axes to strengthen state ownership of the national solutions that are being established or to strengthen state involvement in other parts of our banking industry. In the guidelines, the government suggested that a merger between DnB and the credit card should be ignored. After the working party's opinion, one in the direction lines should not ignore specific structural solutions. This also has the center part joined. This plurality has underlined the importance of soundness and adequate competition in concession cases. In addition, I think that it is important to focus on a pooling of competences and to benefit consumers and add them. That being said, I would add that the majority consider it to be negative if the only coordination gains that can be identified by a merger between the DnB and the Credit Fund are linked to cost cuts in the closure of branches where both banks are currently established. The government proposed that the two commercial banks should be treated equally in relation to the issue of ownership. I'm glad that the center party is in agreement with the Labour Party that one who owns has to do it is straight out of ownership. That is to say, one does not necessarily have to focus on the equal management of ownership in the two commercial banks, but, of course, when it comes to concession requests, it is important that all be treated equally. The Government has submitted that the State Bank Investment Fund shall nominate representatives of the Board of Directors of DnB and the Credit Fund. So the direction of the fund needs to be changed. The Labour Party, the Advance Party and the Right are opposed to this change. I would like to stress that Stortinget has reason to believe that the State that owns bankers should not directly interfere with the bank's daily business. The purpose of the ownership of the state in the commercial banks has not been changed, so the direction lines are not changed. In the financial sector, major changes have occurred only in the last year. That's why we were concerned when the government so passively sent out a credit message without corks to do anything about the ownership of the state or to discuss what one would with the state ownership. After the management of the committee, where the centre party has had a much more active attitude to the issues, we are very pleased by the Labour Party that there is a majority of the Centre Party and the Labour Party that have agreed that an important objective is to secure a long-term national ownership of the finance industry to secure head offices in Norway. The State must pool its ownership interests into a unit, thus ensuring national ownership by holding at least one third of the shares. One of these devices must exist. get conditions and opportunities for further development in Norway and the Nordic countries. Before such a device is in place, any sequence of axes in the credit card may not be executed. A Norwegian solution must first be in place. The Minister of Finance is now receiving a signal from Stortinget. The guidelines on soundness, competition and state ownership are in place. The size should be corked to create new banks or sell axles, that's the government that's being formed. When the Minister of Finance says this can take time, I'm of a different opinion. There are now many players in the market who have figured out what they want. The Bank Investment Fund may also be ready to start the process they are to carry out. Now it is important that the Minister of Finance initiates a process around this – and manages the process. However, it should not be long before we have a future-oriented Norwegian financial unit that takes account of national ownership. I recommend the setting.
ParlaMint-NO_1999-12-07-2.ana.ud1797e222	It's going to be line change.
ParlaMint-NO_1999-12-07-2.ana.ud1797e225	The representative of Frøiland said that the Workers' Party had previously been in favour of clear leadership in structural policy. I want to ask Frøiland, when did they end it? The treatment of the credit notification does not show that the Workers' Party has these clear positions as the representative stood on this platform and boasted that the Workers' Party had. When Frøiland also says that the Minister of Finance has now received a ‘walk signal from Stortinget’, one can almost understand the Minister of Finance when he says it may take some time. For he has not received any signal as to which direction he should go, how fast he should go, and what he should go towards. I have to admit that I had thought that after all the riot that the Workers' Party created around its own role related to the handling of the credit notification, at least something clear would come up, something clear, something predictable and something long-term out of the Workers' Party's handling of these very important questions. I would like to ask the representative of Frøiland to explain to the assembly what the Workers' Party wants. It's very good to throw around with words and expressions that you have to follow the structural development etc. Yes, Norway has been running after it for many years! When the state today owns 60 pst. by DnB, is it not then possible, according to the Workers' Party, to ensure a strong, Norwegian solution based in that bank? Or do you have to keep your ownership in the credit fund to get it done? It was also said by the representative of Frøiland that she thought it was amazing that the government had submitted a credit report that in some way did not bring anything, everything was the same as before. What has the Workers' Party contributed through the treatment of the credit notification that may indicate that everything has now been changed?
ParlaMint-NO_1999-12-07-2.ana.ud1797e236	It is true that the Labour Party and the Progress Party have quite different attitudes to the division of labour between government and collapse. In the Labour Party, we believe it is right that we should adopt the structural policy guidelines, and we should discuss the state ownership of the banks. From 1996 until today, the state has its own seat in both banks, and we say very clearly from today that we want to concentrate our ownership of one of these banks. And then we say what we've all been told about when it's about soundness and competition in relation to concession. It's those who are in banks today and who want to practice the business idea around their bank, who are looking for a concession. We're not going to decide what to do here in Stortinget, it's the government that's going to do. We're going to focus on it in the direction lines. The government has to do the operational job. It looks like the Progress Party thinks it's fun from the Stortinget's side to sit down and say that now we have axes for sale, and now we're going to create new banks – the Labour Party thinks it's not in place to do it, it's totally wrong to do it. The government is supposed to do that job. If the credit card is not part of a large Norwegian solution, it is clear that the axes are there for sale. Now there are a lot of people who have said a lot about how to organise the Norwegian banking system. We say that a large Norwegian unit must be in place before there are axes for sale in some banks. It has also joined the center, so I have great confidence that this can be done by the finance minister, but he doesn't have to spend so much time on it.
ParlaMint-NO_1999-12-07-2.ana.ud1797e243	I agree with the representative of Frøiland when she says that the Government has acted passively on the new challenges we face with regard to financial institutions. But there is also the end of the consensus, to decrypt what Ranveig Frøiland and the Workers' Party believe in this matter, the jam is not easy. If you want a Norwegian alternative, you can do it through DnB, where today the state owns 60 pst. If the Workers' Party wants DnB and the Credit Bank to merge, why don't you say that? The point is that it is absolutely impossible for the Minister of Finance when he is told that he receives a signal from Stortinget. Now we know that the Minister of Finance usually likes to run, but getting a walking signal without being told what direction you want, it's very difficult. I think it's a sort of lack of honesty that you can't decide here and now whether you want DnB and then build on it together with Storebrand, for example, or whether there's a big merger between the banks you want. I certainly believe that Ranveig Frøiland has thought about it, but why does she not share it with the Stortinget and the Minister of Finance, so that we can hear what the Labour Party really stands for and believes? Is it just meant for the inner circles of the party, or is there so much disagreement in the party that at this point you can't give any clear signals? That's the one question. The second is: if we are to create a large Norwegian unit, should we not have a banking or industrial policy idea behind it? I guess it's not like we politicians and Hopland in the Bank Investment Fund and others are going to make the big design, and we agree that this is the way it should be. You probably also need someone who, on a commercial basis, designs that merger and believes that it is actually possible to make money on this.
ParlaMint-NO_1999-12-07-2.ana.ud1797e250	I still mean that our big banks are the best ones able to develop both the business idea and put it into practice. I have seen in today's business that it is sometimes that the Storting should take care of it, but it seems to me that the Storting is completely inappropriate to do, that the banks must do themselves. Then, from the Labour Party's side, we've said that one must be more active in the sense that one should be involved and spend money, if it's an expanded capital, and if there's a desire to go out, one who owns not sit and block, but is in the hands of the decisions taken on the bank's board. I want to go back to the first question, if we are going to sit here and tell what kind of banks we want to enter the big Norwegian unit. We have 60 pst. ownership by the State side of the DnB and the Kreditkasse today. So Børge Brende says that we have to tell you clearly about a big merger between DnB and the Bank of Credit. No, if any of them want to apply for a concession, it's the concession authority, i.e. the government, that's going to decide. We have said that competition vis-à-vis the audience, the customers and the candidates must be present if it is to happen – all this that the Competition Authority is to last, they must also be allowed to do their job. I don't think banks, corks when it comes to structure, guidelines or concessions are owned by Stortinget. It is the property of a government, it is the property of those who operate in the financial industry, the Competition Authority, the Banking Investment Fund, the credit institution, consumer organisations – everyone has to express their opinion on this in the usual way. We're not going to deal with this in Stortinget.
ParlaMint-NO_1999-12-07-2.ana.ud1797e257	The representative of Frøiland said in his speech that the Labour Party is opposed to nominating representatives of a government in an enterprise where the state is very large co-owners. The government has proposed this possibility. We in the Center Party are in any case some of the things that this is a way of vitalizing the ownership role, being more active, and 'active' was something that Frøiland's representative said that the Government was not through this message. In any case, this is an attempt to invite the Storting to revitalise the activity when it comes to exercising the ownership role. It is normal for each owner to search for an impact on its ownership through the board. Now we have carried on in DnB and Postbanken such an arrangement with board representatives. It is also in the arrangement that a non-intervention should be performed or that it should be reported back. And my question is, what is the Workers' Party's real reason besides that everything at this point should be like before? The next thing I want to spend the time reminding the representative of Frøiland is that she said that the sale of state-owned axes in the credit card is not relevant. Now we know that the state and the finance minister can sell down axes in DnB, in which we have a very large share. In my opinion, it would be wise to wait. My question is, what is the Workers' Party's view of this point?
