Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e25	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e114	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e117	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SIO	Øye, Signe	F	1945	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e122	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e134	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.INGS	Sørfonn, Ingebrigt S.	M	1950	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e165	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.SIVJ	Jensen, Siv	F	1969	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e178	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e181	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TON	Nordtun, Tore	M	1949	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e201	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.BJØB	Brende, Børge	M	1965	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e214	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Regular	MP	Minister	Sp	Senterpartiet	Coalition	Centre	person.GR	Restad, Gudmund	M	1937	
ParlaMint-NO-en_1999-04-22	ParlaMint-NO_1999-04-22.ana.ud640e231	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-04-22	1999-04-22	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-04-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
