ParlaMint-NL_2018-11-06-tweedekamer-25.u1	At the request of a number of Members, I propose that the following motions be renewed: 21501-32-1114; 34952-21; 34952-20; 34762-18; 34348-74; 34298-9; 33529-395; 33529-364; 31936-343, 31239-266; 3475-XIII-145; 33037-264; 32336-77; 32336-76; 32336-75; 30175-303; 34775-XIII-109; 32793-303; 34952-22. I propose to add to the agenda: the VAO Treatative retention of EU proposals Security Union, with Mr Van Nispen as the first speaker on behalf of the SP; the VAO Rule, with Mr Wörsdörfer as the first speaker on behalf of the VVD.
ParlaMint-NL_2018-11-06-tweedekamer-25.u2	I give the floor to Mr Nijboer on behalf of the PvdA.
ParlaMint-NL_2018-11-06-tweedekamer-25.u3	Thank you, Mr. Chairman. It is the tenth time that I have asked the Chamber for a reopening of the General Financial Reviews, because I think there should be a debate with the Chamber if you change 1.9 billion on the budget, especially if the entire minority of the Chamber, 74 seats, so requests. I also asked the Minister of Finance to attend yesterday's discussion of the Tax Plan. He wouldn't come. That too is blocked. So I'm making an ultimate attempt, an ultimate request, today to reopen the General Financial Reviews.
ParlaMint-NL_2018-11-06-tweedekamer-25.u4	Yesterday, in a first part of the discussion of the Tax Plan, the coalition parties admitted that budgetary rules are political agreements, that the smallest possible majority felt that they were about 1.9 billion and that they were avoiding the debate with the whole parliament.
ParlaMint-NL_2018-11-06-tweedekamer-25.u5	You support the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u6	That is worth a debate with the Minister of Finance. Then reopening is the best way.
ParlaMint-NL_2018-11-06-tweedekamer-25.u7	Mr President, I agree with what Mrs Leijten said.
ParlaMint-NL_2018-11-06-tweedekamer-25.u8	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u9	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u10	Support for the request. I also agree with what Mrs Leijten said.
ParlaMint-NL_2018-11-06-tweedekamer-25.u11	Support for the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u12	No support, but I would like to vote on the motions once. Could that be possible?
ParlaMint-NL_2018-11-06-tweedekamer-25.u13	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u14	It gives the impression that there is no debate at all. We have debated this at length. This can also be discussed in the Tax Plan, i.e. no support. As far as we are concerned, we support the move to vote on the motions.
ParlaMint-NL_2018-11-06-tweedekamer-25.u15	Mr. Chairman. Too bad the coalition doesn't want to debate it, but support it on our part.
ParlaMint-NL_2018-11-06-tweedekamer-25.u16	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u17	Mr. Chairman. It's getting crazy! Now the coalition also wants to press for us to vote on motions for resolutions on a budget that was very different from the budget that we have dealt with as a Chamber. And Mrs De Vries is now saying: you can also make proposals in the Tax Plan to invest in education, in care and I do not know what.
ParlaMint-NL_2018-11-06-tweedekamer-25.u18	You have no majority.
ParlaMint-NL_2018-11-06-tweedekamer-25.u19	The Secretary of State for Finance isn't about teacher spending, about reducing working hours, about other plans, is it?
ParlaMint-NL_2018-11-06-tweedekamer-25.u20	Mr. Nijboer, clear.
ParlaMint-NL_2018-11-06-tweedekamer-25.u21	That's unheard of, isn't it, Mr. Chairman?
ParlaMint-NL_2018-11-06-tweedekamer-25.u22	You made your point, but...
ParlaMint-NL_2018-11-06-tweedekamer-25.u23	Yeah, ten times.
ParlaMint-NL_2018-11-06-tweedekamer-25.u24	That's right, but you don't have a majority.
ParlaMint-NL_2018-11-06-tweedekamer-25.u25	But I would like to know whether we are forced to vote on motions.
ParlaMint-NL_2018-11-06-tweedekamer-25.u26	That is what we are going to do in voting time. That's another proposal.
ParlaMint-NL_2018-11-06-tweedekamer-25.u27	That's just been done. I'll respond to that.
ParlaMint-NL_2018-11-06-tweedekamer-25.u28	No, no, no. No, Mr Slootweg has to come forward for the regulation if he wants to put forward a proposal to postpone voting time. That can't be in between.
ParlaMint-NL_2018-11-06-tweedekamer-25.u29	Okay. So tomorrow Mr Slootweg will be here to press for us to vote on motions tabled in connection with an incomplete budget? That's how the coalition operates, Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u30	Thank you. Then this is the end of the matter.
ParlaMint-NL_2018-11-06-tweedekamer-25.u31	Mr. Chairman. The Minister of Finance has assessed these motions. They were about a different budget from what we are going to vote on. I asked you about that last week. Is there supposed to be a new judgment? I do not know whether there are any rules on this, but otherwise I would like to invite the Minister of Finance to deal with the Tax Plan next week. Then we can talk about those motions there.
ParlaMint-NL_2018-11-06-tweedekamer-25.u32	We're not gonna have any more laps on the same subject. You seem to be supporting Mrs Leijten.
ParlaMint-NL_2018-11-06-tweedekamer-25.u33	Almost always, actually, always. But, Chairman,...
ParlaMint-NL_2018-11-06-tweedekamer-25.u34	Okay. Thank you.
ParlaMint-NL_2018-11-06-tweedekamer-25.u35	...the engine block now puts us in front of the block...
ParlaMint-NL_2018-11-06-tweedekamer-25.u36	No, no, no, no, no, no.
ParlaMint-NL_2018-11-06-tweedekamer-25.u37	Yes, Chairman, that's what happens.
ParlaMint-NL_2018-11-06-tweedekamer-25.u38	Thank you, Mr. Nijboer. I thought you had another request, Mr. Nijboer. You're moving in? Okay. Then I will go to Mr Van Gerven on behalf of the SP.
ParlaMint-NL_2018-11-06-tweedekamer-25.u39	Mr. Chairman. I would like to request a debate on the bankruptcy of the Slotervaart hospital and the IJsselmeer hospitals, because there are new developments. I would like to hold a plenary debate on this tomorrow. I would also ask the government not to take irreversible steps on developments at both the IJsselmeer hospitals and the Slotervaart hospital, because the Minister has promised a number of things in the Chamber, including a full start including obstetrics and emergency services in Lelystad, and is now making retreating movements again. Of course you can't. That is why we are calling for a plenary debate to be held tomorrow.
ParlaMint-NL_2018-11-06-tweedekamer-25.u40	Mr. Chairman. At the request of the Chamber, the Minister is personally interfering with the negotiations, so we would also like to speak to him personally before a decision is taken. So I support Mr Van Gerven's request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u41	"Speaking personally," that's...?
ParlaMint-NL_2018-11-06-tweedekamer-25.u42	Hundred and fifty, Mr. Chairman. Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u43	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u44	That scares the hell out of me, Mr. Chairman. We had a very painful debate last week. As it turns out, the Minister has misinformed us on three points. That's very painful, too. More hospitals are threatening to fall. There are so many developments going on that I really call on the coalition to support this, because this is really about people's hospital care. Just bluntly close the door as the VVD does here, do not support a motion, do not support a parliamentary investigation, do make movies...
ParlaMint-NL_2018-11-06-tweedekamer-25.u45	Obviously, Mrs. Agema. You support the debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u46	...for the stage, and just say here, no support. I'm shocked, Mr. Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u47	All that talk in the background is really annoying. I would ask anyone who does not participate in the organisation of work to continue the discussions outside the Chamber, if that is interesting. Mrs. Van Brenk.
ParlaMint-NL_2018-11-06-tweedekamer-25.u48	Mr. Chairman. We want to keep the Minister's commitment, i.e. with emergency aid, with obstetrics. That commitment has been made. It does seem as if this is going to happen again, so as far as we are concerned, that needs to be clarified very quickly. We would like to have clarity and a debate on this this week. We support that, too.
ParlaMint-NL_2018-11-06-tweedekamer-25.u49	Mr. Chairman. During the debate last week, I asked for attention to be paid to the hospital in Amstelveen. The Minister has promised that he will take that into account in the overall review. In the short term, I expect at least a letter from the Minister following last week's debate, so no support at the moment.
ParlaMint-NL_2018-11-06-tweedekamer-25.u50	Last week we indeed gave a number of very clear instructions to the Minister. It seems particularly important to me now that the Minister gets to work on this quickly, so now no support for a new plenary debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u51	Mr. Chairman. We did indeed have an extensive debate last week. A lot of motions have been passed. The Minister needs to get to work now. I don't need a plenary debate right now.
ParlaMint-NL_2018-11-06-tweedekamer-25.u52	Support for the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u53	Mr. Chairman. I don't think we can afford the scenario of Amsterdam and Lelystad. I believe that, as a parliament, we should also do everything we can to ask the Minister about this, so we should support this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u54	Support for this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u55	Mr. Van Gerven.
ParlaMint-NL_2018-11-06-tweedekamer-25.u56	Mr. Chairman. The Minister is swarming and the coalition is keeping the lines closed to support that minister. Of course, we can't get through that. Can I therefore ask for a letter to be sent today, in which the Minister brings out his new framework, which he apparently already has in mind? In that letter, will he indicate whether, in the case of IJsselmeer hospitals, he would like to keep emergency care and clinical obstetrics open, yes or no? May I say one more thing, Mr. Chairman?
ParlaMint-NL_2018-11-06-tweedekamer-25.u57	That's good.
ParlaMint-NL_2018-11-06-tweedekamer-25.u58	Also with regard to Slotervaart there are noises that patient safety is not in order. I would also like to have a more detailed explanation of this. I should like to ask the Minister whether he would like to keep the Slotervaart clinics open so that a start can be made there as well.
ParlaMint-NL_2018-11-06-tweedekamer-25.u59	Thank you, Mr. Van Gerven.
ParlaMint-NL_2018-11-06-tweedekamer-25.u60	You're welcome.
ParlaMint-NL_2018-11-06-tweedekamer-25.u61	Mrs. Agema?
ParlaMint-NL_2018-11-06-tweedekamer-25.u62	Mr. Chairman. I do not know whether you are concluding a 30-member debate, but if so, I would like to appeal to you. You are talking about the appointment of 30 Members' debates. I appeal to you if you see that the opposition as a whole supports a request for a debate, to schedule it on Thursday morning. Please, Mr. Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u63	Thank you. I propose that the stenogram of this part of the meeting be transferred to the cabinet. Mr Krol. I'll get the agenda right away, because I know what you're gonna ask.
ParlaMint-NL_2018-11-06-tweedekamer-25.u64	That's very nice, Mr. Chairman. If I get an answer from you right away, I'll be even happier.
ParlaMint-NL_2018-11-06-tweedekamer-25.u65	Well...
ParlaMint-NL_2018-11-06-tweedekamer-25.u66	There are still three VAOs on the agenda about living, namely on rental issues, on the housing agenda and on housing issues. Next Monday, the legislative consultation will take place in response to the budget. It is desirable that we should be able to table our motions in advance and get a response from the Minister. The request is therefore for the three VAOs to be appointed this week, preferably Thursday.
ParlaMint-NL_2018-11-06-tweedekamer-25.u67	Sympathy and support for the proposal. The VAOs have been on the roll for two, three, four weeks.
ParlaMint-NL_2018-11-06-tweedekamer-25.u68	It's possible, you know. But then we really do it in the middle of the night. That's why I said I'm gonna take the agenda. Then you know that, too.
ParlaMint-NL_2018-11-06-tweedekamer-25.u69	If it's really necessary, support. But I'm asking for a practical time.
ParlaMint-NL_2018-11-06-tweedekamer-25.u70	Exactly!
ParlaMint-NL_2018-11-06-tweedekamer-25.u71	Mr President, support. I know it's difficult in terms of agenda, including for me, but I understand the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u72	Is anyone against this? It seems to me that this is not the case. Then we'll just plan it somewhere in the middle of the night, including moods.
ParlaMint-NL_2018-11-06-tweedekamer-25.u73	Thank you, Mr. Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u74	Thank you, Mr. Krol. Then we go to Mr Fritsma on behalf of the PVV.
ParlaMint-NL_2018-11-06-tweedekamer-25.u75	Thank you, Mr. Chairman. More and more countries are turning away from the UN Migration Pact. Croatia, the Czech Republic and Slovenia, for example, have joined in recent days alone. It is really necessary to hold a separate plenary debate on the migration pact with the Secretary of State for Justice and Security, because the Netherlands should not be left with the naive countries that want to sign blindly for even more mass immigration.
ParlaMint-NL_2018-11-06-tweedekamer-25.u76	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u77	Mr. Chairman. Mr Baudet asked for this debate three times last week. What is the added value of asking for this debate again? I don't quite understand.
ParlaMint-NL_2018-11-06-tweedekamer-25.u78	Well, Mr. Chairman...
ParlaMint-NL_2018-11-06-tweedekamer-25.u79	Very briefly.
ParlaMint-NL_2018-11-06-tweedekamer-25.u80	I'm happy with that question.
ParlaMint-NL_2018-11-06-tweedekamer-25.u81	That's what I thought.
ParlaMint-NL_2018-11-06-tweedekamer-25.u82	The case doesn't stand still either. In the last few days, no less than three countries have turned their backs on this migration pact. The Secretary of State for Justice and Security himself said he wanted to talk to the Chamber before he...
ParlaMint-NL_2018-11-06-tweedekamer-25.u83	Thank you.
ParlaMint-NL_2018-11-06-tweedekamer-25.u84	... takes a final decision on whether or not to sign. So then, of course, the Chamber should have the opportunity of coalition parties to...
ParlaMint-NL_2018-11-06-tweedekamer-25.u85	Thank you, Mr. Fritsma. No questions asked, because that is not what the regulation is for.
ParlaMint-NL_2018-11-06-tweedekamer-25.u86	I'm allowed to support you, aren't I?
ParlaMint-NL_2018-11-06-tweedekamer-25.u87	You could have done that right away, Mr. Jasper van Dijk. Isn't it?
ParlaMint-NL_2018-11-06-tweedekamer-25.u88	Let me put it this way: I support the first request for this debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u89	It's Mr. Baudet's.
ParlaMint-NL_2018-11-06-tweedekamer-25.u90	So that's not this one, it's just the very first.
ParlaMint-NL_2018-11-06-tweedekamer-25.u91	We don't know that.
ParlaMint-NL_2018-11-06-tweedekamer-25.u92	That's what the PVV did.
ParlaMint-NL_2018-11-06-tweedekamer-25.u93	No, Mr. Fritsma. Mr. Stoffer.
ParlaMint-NL_2018-11-06-tweedekamer-25.u94	We also supported the first application. We would like to see a letter from the cabinet first. Then we can have that debate well before 10 December. But first, we want the information in a letter from the cabinet.
ParlaMint-NL_2018-11-06-tweedekamer-25.u95	So no support for now?
ParlaMint-NL_2018-11-06-tweedekamer-25.u96	First a letter and then support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u97	So no support. Or support?
ParlaMint-NL_2018-11-06-tweedekamer-25.u98	Support, but a letter in advance.
ParlaMint-NL_2018-11-06-tweedekamer-25.u99	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u100	Mr. Chairman. I just want all the information for the budget. It'll take place in two weeks. Then we can have a wide-ranging debate on this subject. That seems to me to be a good thing.
ParlaMint-NL_2018-11-06-tweedekamer-25.u101	So no support. Mr Grothuizen, D66.
ParlaMint-NL_2018-11-06-tweedekamer-25.u102	Mr President, no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u103	We have also indicated in the previous requests: let us discuss it in the debate on the budget. It could very well get a place there. It was also discussed at a committee meeting last week.
ParlaMint-NL_2018-11-06-tweedekamer-25.u104	Okay. Mr Fritsma, you have no majority.
ParlaMint-NL_2018-11-06-tweedekamer-25.u105	No, it's too bad the coalition parties keep blocking this. That's too bad.
ParlaMint-NL_2018-11-06-tweedekamer-25.u106	Thank you. I propose that the stenogram of this part of the meeting be transferred to the cabinet. The same applies to Mr Van Gerven's request, who also asked for a letter. That's what I'm doing here. Mrs. Agema.
ParlaMint-NL_2018-11-06-tweedekamer-25.u107	Thank you, Mr. Chairman. During the debate on the bankrupt hospitals last week, the Minister indicated that he would drop three of the four hospitals in Flevoland and that he would commit himself to one location, namely the one in Lelystad. A few days later, it appears that the emergency services are closed at night. This has created a dangerous situation, because the legal driving times are stretched to the maximum...
ParlaMint-NL_2018-11-06-tweedekamer-25.u108	You want a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u109	...and from some villages will even be exceeded. That is why I would like to have a debate, to be held this week, because people's lives are being played with.
ParlaMint-NL_2018-11-06-tweedekamer-25.u110	Mr. Chairman. I take it from Mr Van Gerven's question that we are already receiving a letter containing the information. But we certainly support this debate because we believe that we have had that commitment very hard. So we'd like to hold him to that, too.
ParlaMint-NL_2018-11-06-tweedekamer-25.u111	Mr President, no support. We have already received a letter on the situation outlined by Mrs Agema.
ParlaMint-NL_2018-11-06-tweedekamer-25.u112	Recording videos and putting them on the Internet, huh?
ParlaMint-NL_2018-11-06-tweedekamer-25.u113	No, Mrs. Agema!
ParlaMint-NL_2018-11-06-tweedekamer-25.u114	And then don't do anything. No, don't do anything.
ParlaMint-NL_2018-11-06-tweedekamer-25.u115	Mrs. Agema. Now Mrs. Van den Berg.
ParlaMint-NL_2018-11-06-tweedekamer-25.u116	Don't support parliamentary research, nothing at all.
ParlaMint-NL_2018-11-06-tweedekamer-25.u117	Mrs. Agema. Mrs. Agema.
ParlaMint-NL_2018-11-06-tweedekamer-25.u118	Just poppiejopie, poppiejopie. Don't do anything. That's how the VVD works. It's his own...
ParlaMint-NL_2018-11-06-tweedekamer-25.u119	Mrs. Van den Berg.
ParlaMint-NL_2018-11-06-tweedekamer-25.u120	Mr. Chairman. I also said it: I think we will soon receive an update letter from the Minister on the state of play. At the moment, therefore, there is no support for this debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u121	Mr. Raemakers.
ParlaMint-NL_2018-11-06-tweedekamer-25.u122	While Mr. Buma during the congress...
ParlaMint-NL_2018-11-06-tweedekamer-25.u123	Mr Raemakers on behalf of D66.
ParlaMint-NL_2018-11-06-tweedekamer-25.u124	No support for this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u125	Support for the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u126	Support for the request. Please send us a letter in advance, so we also have all the recent information.
ParlaMint-NL_2018-11-06-tweedekamer-25.u127	It is a justified point by Mrs Agema. There is nothing you can do but support this debate, because all the promises made last week are simply not being kept. That's weird.
ParlaMint-NL_2018-11-06-tweedekamer-25.u128	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u129	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u130	Definitely support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u131	Mrs. Agema... Oh, I'm sorry, Mr. Van Gerven hasn't finished.
ParlaMint-NL_2018-11-06-tweedekamer-25.u132	Mr President, you're turning off my microphone...
ParlaMint-NL_2018-11-06-tweedekamer-25.u133	No, that's because she...
ParlaMint-NL_2018-11-06-tweedekamer-25.u134	... but in the meantime, during his congress, Buma stabbed the minister in the back. And then the CDA here says that it does not support this debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u135	Mrs. Agema! Mr. Van Gerven still has to go.
ParlaMint-NL_2018-11-06-tweedekamer-25.u136	Mr President, it will not surprise you: support for this debate too.
ParlaMint-NL_2018-11-06-tweedekamer-25.u137	No, I know. Thank you. You have the support of 72 Members, Mrs Agema. That's not a majority.
ParlaMint-NL_2018-11-06-tweedekamer-25.u138	72, yes. I would like to put an urgent debate on the list, Mr President. Like I said, you're the only one who's going to talk about that. Would you please order it this week?
ParlaMint-NL_2018-11-06-tweedekamer-25.u139	I propose that the stenogram of this part of the meeting be transferred to the cabinet. The next request, Mrs Agema.
ParlaMint-NL_2018-11-06-tweedekamer-25.u140	Mr. Chairman. You'd think in market operation that the situation "the customer is king" applies in hospital care. But hospital care is currently so jammed that trench standards are being exceeded. This means that the waiting period is so long that for weeks, people leave unwittingly in pain. I would like to have a debate on this as quickly as possible. We can't accept this.
ParlaMint-NL_2018-11-06-tweedekamer-25.u141	Yes. Mrs. Agema, I'm taking your microphone off because I need to hear the others, too. They must give their support or not.
ParlaMint-NL_2018-11-06-tweedekamer-25.u142	But they don't. And elsewhere they say something else.
ParlaMint-NL_2018-11-06-tweedekamer-25.u143	Yeah, well, that's not up to me.
ParlaMint-NL_2018-11-06-tweedekamer-25.u144	Mr. Chairman. I think it would be very good to receive a letter on the point raised by Mrs Agema. Within a few weeks we are going to hold a so-called general discussion on medical-specialist care, hospital care. We can involve it very well.
ParlaMint-NL_2018-11-06-tweedekamer-25.u145	Pick up another movie.
ParlaMint-NL_2018-11-06-tweedekamer-25.u146	Mr. Chairman. This is getting a little personal. Mrs. Agema sits here constantly debiting all kinds of things and firing at everyone. This is an arrangement of work. It would be nice if everyone here would follow the rules. Because that's what I do.
ParlaMint-NL_2018-11-06-tweedekamer-25.u147	Or if you're just doing the same thing you're doing in your movies.
ParlaMint-NL_2018-11-06-tweedekamer-25.u148	Good. Then I'll go to Mrs. Van den Berg.
ParlaMint-NL_2018-11-06-tweedekamer-25.u149	Mr. Chairman. We'd like to get a letter. As my colleague points out, we would have a general discussion last week. We have a procedural meeting tomorrow. We would therefore like to propose that this general consultation be scheduled as soon as possible. Then we can take this, too.
ParlaMint-NL_2018-11-06-tweedekamer-25.u150	It is indeed a worrying point. I think it would be a good idea to take this with me in the AO Medical Specialist business and hospital care. But now there is no support for a plenary debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u151	Mr President, support. But if it can be done faster in an AO, then in an AO.
ParlaMint-NL_2018-11-06-tweedekamer-25.u152	My group also wants to include the letter in the general consultation.
ParlaMint-NL_2018-11-06-tweedekamer-25.u153	I agree with that.
ParlaMint-NL_2018-11-06-tweedekamer-25.u154	Support, Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u155	Support.
