Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u12	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u13	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u14	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u15	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u16	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u17	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u18	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u19	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u20	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u21	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-14-tweedekamer-9	ParlaMint-NL_2018-11-14-tweedekamer-9.u22	Report of the meeting of the Dutch Lower House, Meeting 23, Session 9 (2018-11-14)	2018-11-14	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 23	Sitting 2018-11-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
