Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u1	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	UnnurKonradsdottir	Konráðsdóttir, Unnur Brá	F	1974	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u2	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u3	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	JonGunnarsson	Gunnarsson, Jón	M	1956	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u4	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	BirgittaJonsdottir	Jónsdóttir, Birgitta	F	1967	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u5	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	-	Centre to centre-right	SigurdurJohannsson	Jóhannsson, Sigurður Ingi	M	1962	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u6	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	V	Viðreisn	Coalition	Centre-right	BenediktJohannesson	Jóhannesson, Benedikt	M	1955	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u7	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	LogiEinarsson	Einarsson, Logi	M	1964	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u8	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	Bf	Björt framtíð	Coalition	Centre	OttarrProppe	Proppé, Óttarr	M	1968	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u9	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	SvandisSvavarsdottir	Svavarsdóttir, Svandís	F	1964	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u10	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	HildurSverrisdottir	Sverrisdóttir, Hildur	F	1978	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u11	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	notMP	notMinister	P	Píratar	-	Pirate Party	GunnarGudmundsson	Guðmundsson, Gunnar Ingiberg	M	1983	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u12	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	-	Centre to centre-right	THorunnEgilsdottir	Egilsdóttir, Þórunn	F	1964	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u13	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	V	Viðreisn	Coalition	Centre-right	PawelBartoszek	Bartoszek, Pawel	M	1980	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u14	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	GudjonBrjansson	Brjánsson, Guðjón S.	M	1955	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u15	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	Coalition	Centre	TheodoraTHorsteinsdottir	Þorsteinsdóttir, Theodóra S.	F	1969	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u16	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	BjarkeyGunnarsdottir	Gunnarsdóttir, Bjarkey Olsen	F	1965	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u17	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BrynjarNielsson	Níelsson, Brynjar	M	1960	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u18	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	THorhildurAEvarsdottir	Ævarsdóttir, Þórhildur Sunna	F	1987	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u19	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	-	Centre to centre-right	ElsaArnardottir	Arnardóttir, Elsa Lára	F	1975	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u20	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	notMP	notMinister	V	Viðreisn	Coalition	Centre-right	SigrunGisladottir	Gísladóttir, Sigrún Ingibjörg	F	1988	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u21	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	LogiEinarsson	Einarsson, Logi	M	1964	
ParlaMint-IS-en_2017-05-29-74	ParlaMint-IS_2017-05-29-74.u22	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-74, 29.05.2017.	2017-05-29	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	Coalition	Centre	NicholeMosty	Mosty, Nichole Leigh	F	1972	
