Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u1	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	UnnurKonradsdottir	Konráðsdóttir, Unnur Brá	F	1974	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u2	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BjarniBenediktsson1970	Benediktsson, Bjarni	M	1970	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u3	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u4	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	AstaHelgadottir	Helgadóttir, Ásta Guðrún	F	1990	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u5	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	V	Viðreisn	Coalition	Centre-right	BenediktJohannesson	Jóhannesson, Benedikt	M	1955	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u6	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	-	Centre to centre-right	SigurdurJohannsson	Jóhannsson, Sigurður Ingi	M	1962	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u7	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	Bf	Björt framtíð	Coalition	Centre	OttarrProppe	Proppé, Óttarr	M	1968	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u8	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	LogiEinarsson	Einarsson, Logi	M	1964	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u9	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	THordisGylfadottir	Gylfadóttir, Þórdís Kolbrún R.	F	1987	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u10	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	AriGudmundsson	Guðmundsson, Ari Trausti	M	1948	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u11	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	BjornGunnarsson	Gunnarsson, Björn Leví	M	1976	
