Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	VirantGregor	Virant, Gregor	M	1969	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	MP	notMinister	-	-	-	-	PozsonecMaria	Pozsonec, Maria	F	1940	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	VirantGregor	Virant, Gregor	M	1969	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	VirantGregor	Virant, Gregor	M	1969	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	VirantGregor	Virant, Gregor	M	1969	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	ŠkolčJožef	Školč, Jožef	M	1960	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	ŠkolčJožef	Školč, Jožef	M	1960	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Regular	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	PetanRudolf	Petan, Rudolf	M	1949	
ParlaMint-SI-en_2002-04-18-SDZ3-Redna-15	ParlaMint-SI_2002-04-18-SDZ3-Redna-15.ana.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Regular Session 15, (18. 04. 2002)	2002-04-18	Lower house	3. mandat	-	Redna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	PavliničKrebsIrma	Pavlinič Krebs, Irma	F	1963	
