Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4909	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4910	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	SDP_BiH	Socijaldemokratska partija Bosne i Hercegovine	Opposition	Centre-left	LimovTomislav	Limov, Tomislav	M	1954	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4911	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4912	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	ŠiljegovićBoško	Šiljegović, Boško	M	1956	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4913	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4914	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ZrnoBranko	Zrno, Branko	M	1948	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4915	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4916	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	SpajićAnto	Spajić, Anto	M	1949	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4917	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4918	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	BrkaOsman	Brka, Osman	M	1942	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4919	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4920	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	SpajićAnto	Spajić, Anto	M	1949	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4921	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4922	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ZrnoBranko	Zrno, Branko	M	1948	
ParlaMint-BA-en_2005-10-18-0	ParlaMint-BA_2005-10-18-0.u4923	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 4, Session 48	2005-10-18	Unicameralism	4. mandat	-	Sjednica 48	2005-10-18	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	Opposition	Centre	PamukMustafa	Pamuk, Mustafa	M	1937	
