Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u1	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u12	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	-	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u13	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	DanielKoerhuis	Koerhuis, Daniel	M	1981	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u14	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	-	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u15	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u16	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	-	Centre	FaissalBoulakjar	Boulakjar, Faissal	M	1979	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u17	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	-	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u18	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u19	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	-	Left	SandraBeckerman	Beckerman, Sandra	F	1983	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u20	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	-	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u21	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-01-tweedekamer-23	ParlaMint-NL_2021-06-01-tweedekamer-23.u22	Report of the meeting of the Dutch Lower House, Meeting 82, Session 23 (2021-06-01)	2021-06-01	Lower house	Meeting of the 29th Tweede Kamer	Session 23	Meeting 82	Sitting 2021-06-01	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
