Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u1	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u2	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	CorinneEllemeet	Ellemeet, Corinne	F	1976	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u3	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	CorinneEllemeet	Ellemeet, Corinne	F	1976	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u4	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u5	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	HenkvanGerven	van Gerven, Henk	M	1955	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u6	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	JobavandenBerg	van den Berg, Joba	F	1958	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u7	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u8	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HugodeJonge	de Jonge, Hugo	M	1977	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u9	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u10	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HugodeJonge	de Jonge, Hugo	M	1977	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u11	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2021-02-25-tweedekamer-16	ParlaMint-NL_2021-02-25-tweedekamer-16.u12	Report of the meeting of the Dutch Lower House, Meeting 59, Session 16 (2021-02-25)	2021-02-25	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 59	Sitting 2021-02-25	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
