Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	BPP	Petro Poroshenko Bloc	-	Centre-right	ІринаВолодимирівнаГеращенко.1971	Heraščenko, Iryna Volodymyrivna	F	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Regular	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	СорінДумітруДукару.1964	Dukaru, Sorin Dumitru	M	1964	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Regular	notMP	notMinister	BPP	Petro Poroshenko Bloc	-	Centre-right	ІваннаОрестівнаКлимпуш-Цинцадзе.1972	Klympuš-cyncadze, Ivanna Orestivna	F	1972	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Regular	MP	notMinister	frBatkivshchyna	All-Ukrainian Union "Fatherland" Faction	Opposition	Centre	БорисІвановичТарасюк.1949	Tarasjuk, Borys Ivanovyč	M	1949	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u11	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	РобертХантер.1905	Chanter, Robert	M	1905	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u12	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u13	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ПаолоАллі.1950	Alli, Paolo	M	1950	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u14	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u15	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирПавловичГорбулін.1939	Horbulin, Volodymyr Pavlovyč	M	1939	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u16	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u17	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Regular	MP	notMinister	frBPP	Petro Poroshenko Bloc Faction	Coalition	Centre-right	ІринаВасилівнаФріз.1974	Friz, Iryna Vasylivna	F	1974	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u18	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2017-07-03-m0	ParlaMint-UA_2017-07-03-m0.u19	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 6, sitting day 2017-07-03, n0	2017-07-03	Unicameralism	8	6	-	2017-07-03	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
