Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	BubbicoFilippo	Bubbico, Filippo	M	1954	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	PI	Per l'Italia	Coalition	Far-right	DiBiagioAldo	Di Biagio, Aldo	M	1964	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	PI	Per l'Italia	Coalition	Far-right	DiBiagioAldo	Di Biagio, Aldo	M	1964	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	BubbicoFilippo	Bubbico, Filippo	M	1954	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	BertuzziMariaTeresa	Bertuzzi, Maria Teresa	F	1961	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	BertuzziMariaTeresa	Bertuzzi, Maria Teresa	F	1961	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	BlundoRosettaEnza	Blundo, Rosetta Enza	F	1964	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	BlundoRosettaEnza	Blundo, Rosetta Enza	F	1964	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-03-13-LEG17-Senato-sed-209	ParlaMint-IT_2014-03-13-LEG17-Senato-sed-209.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 209, Day (2014-03-13)	2014-03-13	Upper house	17 Legislatura	-	-	209 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
