Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ReggiRoberto	Reggi, Roberto	M	1960	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PuglisiFrancesca	Puglisi, Francesca	F	1969	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PuglisiFrancesca	Puglisi, Francesca	F	1969	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ReggiRoberto	Reggi, Roberto	M	1960	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	AngioniIgnazio	Angioni, Ignazio	M	1967	
ParlaMint-IT-en_2014-05-08-LEG17-Senato-sed-244	ParlaMint-IT_2014-05-08-LEG17-Senato-sed-244.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 244, Day (2014-05-08)	2014-05-08	Upper house	17 Legislatura	-	-	244 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
